ideal_mdot [kg/s],ideal_is_choked [-],ideal_tank.mass [kg],ideal_tank.volume [m^3],ideal_tank.inenergy [J],ideal_tank.pressure [Pa],ideal_tank.temperature [degK],ideal_tank.density [kg/m^3],ideal_tank.sp_inenergy [J/kg],ideal_tank.sp_enthalpy [J/kg],atmospheric.pressure [Pa],time [s]
1.165803084903891,1.0,0.30176432118988933,0.0037854117839999993,258906.2905377888,57203621.13069307,267.8881854755106,79.71770005719658,857975.1559657329,1575552.5708892706,101325.0,0.022
1.1587797824299548,1.0,0.3006055414074594,0.0037854117839999993,257080.57207248677,56756739.59314297,267.06822164769676,79.41158282384093,855209.0253187444,1569925.1608609194,101325.0,0.023
1.151817258216216,1.0,0.29945372414924315,0.0037854117839999993,255272.30517809928,56314572.22760143,266.2529612082405,79.10730489479641,852459.9448657231,1564335.6977117255,101325.0,0.024
1.1449148069734267,1.0,0.2983088093422697,0.0037854117839999993,253481.274074712,55877055.23123288,265.442362349806,78.80485040046301,849727.7523704502,1558783.7933029837,101325.0,0.025
1.1380717337931154,1.0,0.2971707376084766,0.0037854117839999993,251707.26630045907,55444125.865133084,264.6363837765696,78.50420365481608,847012.2877040611,1553269.0648433026,101325.0,0.026000000000000002
1.1312873539627852,1.0,0.29603945025451384,0.0037854117839999993,249950.07265010025,55015722.4331837,263.8349846962324,78.20534915271291,844313.3928103528,1547791.1347964362,101325.0,0.027
1.1245609927849527,1.0,0.2949148892617289,0.0037854117839999993,248209.48711492983,54591784.26139332,263.0381248121861,77.908271567247,841630.9116717763,1542349.630790992,101325.0,0.028
1.117891985399919,1.0,0.29379699727632896,0.0037854117839999993,246485.30682398405,54172251.67771251,262.2457643158235,77.61295574714917,838964.6902761018,1536944.1855319869,101325.0,0.029
1.111279676612186,1.0,0.2926857175997168,0.0037854117839999993,244777.33198651508,53757065.99231114,261.4578638789962,77.31938671423464,836314.5765837395,1531574.4367141917,101325.0,0.03
1.1047234207204502,1.0,0.29158099417899636,0.0037854117839999993,243085.36583570018,53346169.478304856,260.6743846466114,77.0275496608948,833680.4204957009,1526240.0269372326,101325.0,0.031
1.0982225813510629,1.0,0.2904827715976453,0.0037854117839999993,241409.21457355586,52939505.35292022,259.89528822936705,76.73742994763323,831062.0738221873,1520940.6036224025,101325.0,0.032
1.0917765312948993,1.0,0.2893909950663504,0.0037854117839999993,239748.68731702742,52537017.75908686,259.120536696624,76.4490131006446,828459.3902517899,1515675.8189311535,101325.0,0.033
1.0853846523475468,1.0,0.2883056104140029,0.0037854117839999993,238103.59604522525,52138651.747445226,258.35009256940685,76.16228480943592,825872.2253212894,1510445.3296852184,101325.0,0.034
1.0790463351527348,1.0,0.28722656407885017,0.0037854117839999993,236473.75554777985,51744353.25876003,257.5839188135374,75.8772309244891,823300.4363860387,1505248.797288331,101325.0,0.035
1.0727609790489383,1.0,0.2861538030998012,0.0037854117839999993,234858.98337428857,51354069.10672867,256.8219788328929,75.59383745496399,820743.8825909203,1500085.8876495142,101325.0,0.036000000000000004
1.0665279919190753,1.0,0.2850872751078821,0.0037854117839999993,233259.0997848276,50967746.96117458,256.0642364627878,75.31209056644131,818202.42484186,1494956.2711078876,101325.0,0.037
1.060346790043231,1.0,0.2840269283178389,0.0037854117839999993,231673.92770150333,50585335.33161576,255.3106559634783,75.03197657870422,815675.925777889,1489859.6223589687,101325.0,0.038
1.054216797954339,1.0,0.2829727115198845,0.0037854117839999993,230103.29266101858,50206783.55119924,254.56120201378334,74.75348196355817,813164.2497437397,1484795.6203824307,101325.0,0.039
