real_mdot [kg/s],real_is_choked [-],real_tank.mass [kg],real_tank.volume [m^3],real_tank.inenergy [J],real_tank.pressure [Pa],real_tank.temperature [degK],real_tank.density [kg/m^3],real_tank.sp_inenergy [J/kg],real_tank.sp_enthalpy [J/kg],atmospheric.pressure [Pa],time [s]
0.08988322778118495,1.0,0.05224279065728092,0.0037854117839999993,12147.73892844133,2193602.57503489,73.63354151878141,13.801085228851004,232524.69432829457,391468.90332782967,101325.0,0.743
0.08966950985561403,1.0,0.052153121147425305,0.0037854117839999993,12112.636103756207,2187030.2400309714,73.5452920981229,13.777397050398498,232251.41347756487,390991.86583084246,101325.0,0.744
0.08945645337083998,1.0,0.05206366469405446,0.0037854117839999993,12077.659358142133,2180482.4007730363,73.45721232810827,13.753765155514841,231978.66360570217,390515.7897030406,101325.0,0.745
0.08924405576867715,1.0,0.051974420638285786,0.0037854117839999993,12042.808145227325,2173958.946867622,73.36930174458848,13.730189370141664,231706.44323365987,390040.67215516476,101325.0,0.746
0.0890323145029334,1.0,0.05188538832378285,0.0037854117839999993,12008.08192143507,2167459.7685095146,73.28155988509447,13.706669520893229,231434.75088786974,389566.51040870964,101325.0,0.747
0.08882122703934503,1.0,0.051796567096743504,0.0037854117839999993,11973.480145967133,2160984.756478117,73.19398628882941,13.683205435053274,231163.58510021635,389093.30169587326,101325.0,0.748
0.08861079085551052,1.0,0.051707956305887995,0.0037854117839999993,11939.00228078728,2154533.802133828,73.1065804966611,13.659796940571896,230892.9444080114,388621.0432595031,101325.0,0.749
0.08840100344082424,1.0,0.05161955530244717,0.0037854117839999993,11904.647790604919,2148106.797414464,73.01934205111458,13.636443866062415,230622.8273539688,388149.7323530461,101325.0,0.75
0.08819186229641132,1.0,0.05153136344015076,0.0037854117839999993,11870.41614285885,2141703.6348316898,72.93227049636438,13.613146040798284,230353.23248617933,387679.3662404969,101325.0,0.751
0.08798336493506329,1.0,0.0514433800752157,0.0037854117839999993,11836.30680770112,2135324.2074674848,72.8453653782272,13.589903294710012,230084.1583580857,387209.9421963473,101325.0,0.752
0.08777550888117334,1.0,0.05135560456633453,0.0037854117839999993,11802.319257980986,2128968.408970632,72.75862624415444,13.566715458382093,229815.60352845766,386741.4575055354,101325.0,0.753
0.0875682916706717,1.0,0.05126803627466386,0.0037854117839999993,11768.452969229,2122636.1335532283,72.67205264322479,13.543582363049955,229547.5665613674,386273.90946339566,101325.0,0.754
