Sump.upstream_presure [Pa],Sump.dp [dPa],Sump.velocity [m/s],Ball Valve.upstream_presure [Pa],Ball Valve.dp [dPa],Ball Valve.velocity [m/s],Outlet pipe.upstream_presure [Pa],Outlet pipe.dp [dPa],Outlet pipe.velocity [m/s],Injector Flex Pipe.upstream_presure [Pa],Injector Flex Pipe.dp [dPa],Injector Flex Pipe.velocity [m/s],Injector.upstream_presure [Pa],Injector.dp [dPa],Injector.velocity [m/s],System Pressure Drop [dPa],System Outlet Pressure [Pa],mdot [kg/s]
1378951.4586336727,0.024256624516961863,0.005078303565146226,1378951.4343770482,248.893968713543,0.5144114913975243,1378702.5404083347,860.9791579163165,0.6456530992403523,1377841.5612504182,144.1761473210262,0.45255675310122206,1377697.3851030972,6599.894265049668,2.6489408215511006,7853.967795625071,1371097.4908380476,0.05125923700000018
1378951.4586336727,0.024351359775124284,0.005088210664553785,1378951.4342823129,249.86603448325752,0.5154150402631154,1378701.5682478296,863.8533630332781,0.6469126838196256,1377837.7148847964,146.45621119209306,0.4534396334124648,1377691.2586736043,6625.670470711478,2.65410857259197,7885.870430779882,1371065.5882028928,0.05135923700000018
1378951.4586336727,0.024446279669160676,0.005098117763961345,1378951.434187393,250.83999477689653,0.5164185891287091,1378700.5941926162,866.7316707129826,0.6481722684028397,1377833.8625219031,148.75182167599434,0.45432251373390303,1377685.110700227,6651.49691375053,2.6592763237620907,7917.844847196073,1371033.6137864767,0.051459237000000185
1378951.4586336727,0.024541384199071037,0.005108024863368903,1378951.4340922884,251.81584959445686,0.5174221379942991,1378699.618242694,869.6140791926424,0.6494318529900022,1377830.0041635013,151.0630240257164,0.45520539406555616,1377678.9411394757,6677.373594169956,2.6644440750619567,7949.8910883669705,1371001.5675453057,0.05155923700000019
1378951.4586336727,0.024636673364855373,0.005117931962776463,1378951.4339969994,252.79359893594165,0.5184256868598919,1378698.6403980635,872.500586714049,0.6506914375811188,1377826.1398113493,153.38986349423467,0.4560882744074414,1377672.749947855,6703.300511972789,2.6696118264920243,7982.009197790379,1370969.4494358823,0.05165923700000019
1378951.4586336727,0.024732147166513674,0.005127839062184022,1378951.4339015256,253.77324280134994,0.5194292357254854,1378697.6606587241,875.391191523555,0.6519510221761993,1377822.2694672006,155.73238533451453,0.45697115475957395,1377666.537081866,6729.2776671622205,2.6747795780528065,8014.199218968806,1370937.2594147038,0.051759237000000194
1378951.4586336727,0.024827805604045954,0.005137746161591582,1378951.433805867,254.75478119068092,0.5204327845910781,1378696.6790246763,878.2858918720462,0.6532106067752546,1377818.3931328044,158.09063479950768,0.45785403512196804,1377660.3024980049,6755.305059741345,2.6799473297447762,8046.461195409183,1370904.9974382634,0.0518592370000002
1378951.4586336727,0.024923648677452188,0.00514765326099914,1378951.433710024,255.73821410393592,0.5214363334566727,1378695.69549592,881.1846860149428,0.6544701913782848,1377814.5108099051,160.46465714224746,0.4587369154946427,1377654.0461527628,6781.382689713327,2.6851150815684286,8078.795170623131,1370872.6634630496,0.0519592370000002
1378951.4586336727,0.025019676386732404,0.0051575603604066995,1378951.4336139963,256.7235415411136,0.5224398823222662,1378694.7100724552,884.0875722121461,0.6557297759853045,1377810.6225002431,162.85449761568574,0.4596197958776105,1377647.7680026274,6807.5105570812575,2.690282833524226,8111.20118812659,1370840.257445546,0.0520592370000002
1378951.4586336727,0.02511588873188659,0.005167467459814259,1378951.4335177839,257.71076350221347,0.5234434311878579,1378693.7227542817,886.9945487280515,0.6569893605963143,1377806.7282055537,165.2602014728882,0.46050267627089203,1377641.4680040807,6833.688661848359,2.695450585612679,8143.679291440243,1370807.7793422325,0.052159237000000205
1378951.4586336727,0.02521228571291474,0.0051773745592218175,1378951.4334213869,258.6998799872385,0.5244469800534535,1378692.7335413997,889.9056138314999,0.6582489452113295,1377802.8279275682,167.68181396683931,0.4613855566745006,1377635.1461136013,6859.917004017811,2.7006183378342783,8176.229524089102,1370775.2291095837,0.05225923700000021
1378951.4586336727,0.025308867329816864,0.005187281658629377,1378951.4333248055,259.69089099618594,0.5254505289190476,1378691.7424338092,892.8207657957768,0.6595085298303557,1377798.9216680133,170.1193803505549,0.46226843708845133,1377628.8022876629,6886.195583592737,2.7057860901894877,8208.851929602584,1370742.60670407,0.05235923700000021
1378951.4586336727,0.025405633582592964,0.005197188758036936,1378951.4332280392,260.6837965290568,0.5264540777846426,1378690.74943151,895.7400028985918,0.6607681144533941,1377795.0094286115,172.57294587711726,0.4631513175127646,1377622.4364827343,6912.524400576427,2.7109538426788347,8241.546551514775,1370709.9120821578,0.052459237000000214
1378951.4586336727,0.02550258447124303,0.005207095857444496,1378951.4331310883,261.67859658585104,0.5274576266502381,1378689.7545345023,898.6633234220403,0.662027699080461,1377791.0912110803,175.04255579953812,0.46403419794745265,1377616.0486552808,6938.90345497202,2.716121595302781,8274.313433363921,1370677.1452003086,0.05255923700000022
1378951.4586336727,0.02559971999576706,0.005217002956852054,1378951.4330339527,262.67529116656783,0.5284611755158322,1378688.757742786,901.5907256526078,0.6632872837115599,1377787.1670171334,177.52825537086133,0.4649170783925312,1377609.6387617625,6965.332746782776,2.721289348061834,8307.15261869281,1370644.30601498,0.05265923700000022
1378951.4586336727,0.025697040156165068,0.005226910056259614,1378951.4329366325,263.6738802712094,0.5294647243814296,1378687.7590563614,904.5222078811336,0.6645468683466984,1377783.23684848,180.03008984418585,0.4657999588480192,1377603.206758636,6991.81227601194,2.726457100956492,8340.064151048626,1370611.394482624,0.05275923700000022
1378951.4586336727,0.02579454495243705,0.005236817155667173,1378951.4328391277,264.6743638997741,0.5304682732470271,1378686.758475228,907.4577684028019,0.6658064529858849,1377779.3007068252,182.5481044725881,0.46668283931393245,1377596.7526023525,7018.34204266275,2.731624853987243,8373.048073982867,1370578.4105596899,0.052859237000000225
1378951.4586336727,0.025892234384582994,0.0052467242550747325,1378951.4327414383,265.67674205226143,0.5314718221126234,1378685.755999386,910.397405517111,0.6670660376291302,1377775.358593869,185.08234450914455,0.46756571979028644,1377590.2762493598,7044.92204673843,2.7367926071545714,8406.104431051332,1370545.3542026214,0.05295923700000023
1378951.4586336727,0.025990108452602908,0.005256631354482291,1378951.4326435642,266.68101472867204,0.5324753709782201,1378684.7516288355,913.3411175278715,0.6683256222764351,1377771.4105113077,187.63285520690607,0.46844860027709406,1377583.7776561007,7071.552288242306,2.7419603604589917,8439.233265814208,1370512.2253678585,0.05305923700000023
1378951.4586336727,0.026088167156496794,0.0052665384538898505,1378951.4325455055,267.68718192900525,0.5334789198438157,1378683.7453635766,916.2889027431681,0.6695852069278119,1377767.4564608333,190.1996818190341,0.46933148077437586,1377577.2567790144,7098.232767177623,2.74712811390099,8472.434621835986,1370479.0240118366,0.053159237000000234
1378951.4586336727,0.02618641049626465,0.00527644555329741,1378951.432447262,268.69524365326333,0.534482468709415,1378682.737203609,919.2407594753537,0.6708447915832658,1377763.4964441336,192.78286959862555,0.4702143612821467,1377570.713574535,7124.963483547729,2.752295867481081,8505.708542685468,1370445.7500909872,0.05325923700000024
1378951.4586336727,0.026284838471906474,0.0052863526527049684,1378951.4323488341,269.70519990144373,0.5354860175750125,1378681.7271489329,922.1966860410218,0.6721043762428106,1377759.5304628918,195.3824637987793,0.4710972418004206,1377564.147999093,7151.744437355897,2.7574636211997516,8539.055071935614,1370412.4035617372,0.05335923700000024
1378951.4586336727,0.026383451083422275,0.005296259752112528,1378951.4322502215,270.71705067354713,0.5364895664406095,1378680.715199548,925.156680761003,0.6733639609064452,1377755.5585187871,197.9985096726546,0.4719801223292163,1377557.5600091144,7178.575628605418,2.7626313750574902,8572.474253163706,1370378.984380509,0.05345923700000024
1378951.4586336727,0.02648224833081204,0.005306166851520087,1378951.4321514242,271.7307959695743,0.5374931153062079,1378679.7013554547,928.1207419603238,0.6746235455741835,1377751.5806134944,200.63105247340525,0.4728630028685502,1377550.949561021,7205.457057299689,2.7677991290548234,8605.966129951323,1370345.4925037213,0.053559237000000245
1378951.4586336727,0.026581230214075786,0.005316073950927647,1378951.4320524426,272.7464357895243,0.5384966641718056,1378678.685616653,931.0888679682097,0.6758831302460304,1377747.5967486848,203.28013745415188,0.473745883418436,1377544.3166112306,7232.3887234420545,2.7729668831922534,8639.530745884154,1370311.9278877885,0.05365923700000025
