isothermal_mdot [kg/s],isothermal_tank.mass [kg],isothermal_tank.volume [m^3],isothermal_tank.inenergy [J],isothermal_tank.pressure [Pa],isothermal_tank.temperature [degK],isothermal_tank.density [kg/m^3],isothermal_tank.sp_inenergy [J/kg],isothermal_tank.sp_enthalpy [J/kg],time [s]
-0.007703873242227187,0.02623578659863943,0.0037854117839999993,5569.659324925854,591782.4129015021,288.1499999999952,6.930761590992986,212292.4465780909,297677.3505503465,8.327
-0.007701608390012005,0.026228084990249423,0.0037854117839999993,5568.03418154215,591608.9607538544,288.14999999999515,6.9287270412981385,212292.8221260579,297677.76473205845,8.328
-0.007699344205732572,0.02622038564604368,0.0037854117839999993,5566.4095101586,591435.5594510009,288.1499999999952,6.926693089737495,212293.19756395344,297678.17879363947,8.329
-0.007697080689190561,0.026212688565354494,0.0037854117839999993,5564.785310639392,591262.2089780264,288.1499999999952,6.924659736134667,212293.57289180974,297678.5927351239,8.33
-0.00769481784018771,0.02620499374751431,0.0037854117839999993,5563.161582848744,591088.9093200192,288.1499999999952,6.922626980313304,212293.94810965908,297679.00655654626,8.331
-0.007692555658525819,0.026197301191855774,0.0037854117839999993,5561.53832665091,590915.6604620718,288.1499999999952,6.920594822097109,212294.32321753367,297679.4202579411,8.332
-0.007690294144006726,0.02618961089771177,0.0037854117839999993,5559.9155419101935,590742.4623892824,288.1499999999952,6.91856326130985,212294.69821546576,297679.83383934264,8.333
-0.0076880332964323695,0.026181922864415345,0.0037854117839999993,5558.293228490929,590569.3150867528,288.14999999999526,6.916532297775335,212295.0731034876,297680.2473007854,8.334
-0.0076857731156047045,0.02617423709129973,0.0037854117839999993,5556.671386257487,590396.2185395883,288.1499999999952,6.9145019313174245,212295.44788163147,297680.66064230393,8.335
-0.007683513601325767,0.02616655357769841,0.0037854117839999993,5555.050015074281,590223.1727329004,288.14999999999526,6.912472161760041,212295.82254992938,297681.07386393246,8.336
-0.0076812547533976604,0.026158872322945014,0.0037854117839999993,5553.429114805764,590050.1776518036,288.14999999999526,6.9104429889271515,212296.19710841373,297681.48696570547,8.337
-0.007678996571622529,0.026151193326373383,0.0037854117839999993,5551.808685316418,589877.2332814168,288.1499999999952,6.908414412642772,212296.57155711664,297681.89994765737,8.338000000000001
-0.007676739055802584,0.026143516587317586,0.0037854117839999993,5550.188726470775,589704.3396068647,288.1499999999952,6.906386432730984,212296.9458960702,297682.31280982244,8.339
-0.007674482205740109,0.02613584210511185,0.0037854117839999993,5548.5692381334,589531.4966132748,288.14999999999515,6.904359049015909,212297.3201253067,297682.72555223515,8.34
-0.007672226021237433,0.026128169879090616,0.0037854117839999993,5546.9502201688965,589358.7042857796,288.1499999999952,6.902332261321724,212297.6942448583,297683.1381749299,8.341
-0.0076699705020969395,0.02612049990858851,0.0037854117839999993,5545.331672441901,589185.9626095158,288.14999999999526,6.900306069472656,212298.06825475715,297683.550677941,8.342
-0.007667715648121081,0.026112832192940392,0.0037854117839999993,5543.713594817102,589013.2715696245,288.1499999999952,6.898280473292994,212298.4421550354,297683.96306130284,8.343
-0.007665461459112372,0.026105166731481284,0.0037854117839999993,5542.0959871592095,588840.6311512522,288.14999999999526,6.896255472607069,212298.81594572504,297684.3753250495,8.344
-0.0076632079348733844,0.026097503523546402,0.0037854117839999993,5540.4788493329825,588668.0413395473,288.1499999999952,6.894231067239264,212299.1896268584,297684.78746921575,8.345
-0.0076609550752067355,0.0260898425684712,0.0037854117839999993,5538.862181203215,588495.5021196654,288.1499999999952,6.892207257014024,212299.56319846737,297685.1994938354,8.346
-0.007658702879915134,0.026082183865591288,0.0037854117839999993,5537.245982634742,588323.0134767648,288.1499999999952,6.890184041755837,212299.9366605842,297685.6113989432,8.347
-0.007656451348801314,0.026074527414242477,0.0037854117839999993,5535.630253492431,588150.5753960081,288.1499999999952,6.888161421289241,212300.31001324105,297686.0231845732,8.348
-0.0076542004816680855,0.026066873213760812,0.0037854117839999993,5534.0149936411935,587978.1878625635,288.14999999999515,6.886139395438839,212300.6832564699,297686.4348507597,8.349
-0.007651950278318321,0.026059221263482497,0.0037854117839999993,5532.400202945978,587805.8508616023,288.1499999999952,6.884117964029274,212301.0563903029,297686.84639753716,8.35
-0.007649700738554947,0.026051571562743934,0.0037854117839999993,5530.785881271763,587633.5643783006,288.1499999999952,6.882097126885242,212301.42941477202,297687.2578249397,8.351
-0.0076474518621809425,0.026043924110881758,0.0037854117839999993,5529.172028483579,587461.3283978392,288.1499999999952,6.880076883831501,212301.80232990935,297687.6691330015,8.352
-0.007645203648999359,0.026036278907232764,0.0037854117839999993,5527.558644446485,587289.1429054028,288.1499999999952,6.87805723469285,212302.17513574698,297688.0803217569,8.353
-0.007642956098813296,0.02602863595113394,0.0037854117839999993,5525.945729025577,587117.0078861802,288.14999999999515,6.876038179294141,212302.5478323169,297688.49139124015,8.354000000000001
-0.007640709211425924,0.02602099524192252,0.0037854117839999993,5524.3332820860005,586944.923325366,288.1499999999952,6.874019717460287,212302.92041965126,297688.9023414855,8.355
-0.007638462986640468,0.026013356778935882,0.0037854117839999993,5522.721303492925,586772.8892081573,288.14999999999515,6.872001849016247,212303.29289778188,297689.3131725271,8.356
-0.007636217424260206,0.026005720561511625,0.0037854117839999993,5521.109793111567,586600.9055197571,288.14999999999526,6.869984573787027,212303.66526674098,297689.7238843993,8.357
-0.007633972524088475,0.025998086588987526,0.0037854117839999993,5519.498750807175,586428.972245371,288.1499999999953,6.86796789159769,212304.03752656045,297690.1344771361,8.358
-0.0076317282859286835,0.0259904548607016,0.0037854117839999993,5517.888176445046,586257.0893702109,288.1499999999953,6.865951802273357,212304.4096772723,297690.5449507719,8.359
-0.007629484709584287,0.02598282537599202,0.0037854117839999993,5516.278069890502,586085.2568794918,288.14999999999526,6.863936305639193,212304.78171890846,297690.95530534064,8.36
-0.00762724179485882,0.02597519813419715,0.0037854117839999993,5514.668431008907,585913.4747584332,288.1499999999953,6.86192140152041,212305.15365150094,297691.3655408766,8.361
-0.007624999541555839,0.0259675731346556,0.0037854117839999993,5513.059259665673,585741.7429922597,288.14999999999526,6.859907089742289,212305.52547508175,297691.77565741405,8.362
-0.007622757949479002,0.025959950376706124,0.0037854117839999993,5511.450555726237,585570.0615661993,288.1499999999952,6.857893370130146,212305.8971896828,297692.18565498694,8.363
-0.007620517018431988,0.025952329859687682,0.0037854117839999993,5509.842319056076,585398.4304654849,288.14999999999526,6.855880242509354,212306.26879533596,297692.5955336296,8.364
-0.007618276748218573,0.025944711582939466,0.0037854117839999993,5508.234549520719,585226.8496753537,288.14999999999526,6.853867706705346,212306.6402920734,297693.0052933761,8.365
-0.007616037138642558,0.02593709554580083,0.0037854117839999993,5506.627246985715,585055.319181047,288.14999999999526,6.851855762543596,212307.01167992683,297693.4149342606,8.366
-0.007613798189507823,0.02592948174761131,0.0037854117839999993,5505.020411316655,584883.8389678105,288.1499999999953,6.84984440984963,212307.38295892824,297693.82445631694,8.367
-0.007611559900618299,0.025921870187710697,0.0037854117839999993,5503.414042379177,584712.4090208944,288.14999999999526,6.847833648449038,212307.75412910953,297694.2338595796,8.368
-0.007609322271777986,0.025914260865438923,0.0037854117839999993,5501.80814003895,584541.0293255536,288.1499999999953,6.845823478167449,212308.12519050264,297694.6431440825,8.369
-0.007607085302790927,0.025906653780136124,0.0037854117839999993,5500.202704161678,584369.699867046,288.1499999999954,6.843813898830545,212308.4961431394,297695.0523098597,8.370000000000001
-0.007604848993461234,0.025899048931142667,0.0037854117839999993,5498.597734613113,584198.4206306353,288.1499999999953,6.84180491026407,212308.86698705173,297695.4613569455,8.371
-0.007602613343593082,0.025891446317799077,0.0037854117839999993,5496.993231259034,584027.191601589,288.14999999999526,6.839796512293808,212309.23772227144,297695.8702853737,8.372
-0.0076003783529907,0.02588384593944609,0.0037854117839999993,5495.389193965263,583856.012765179,288.14999999999526,6.837788704745601,212309.6083488304,297696.2790951783,8.373
-0.007598144021458378,0.02587624779542462,0.0037854117839999993,5493.785622597662,583684.8841066808,288.14999999999526,6.835781487445336,212309.97886676062,297696.6877863936,8.374
