conservation_mdot [kg/s],conservation_tank.mass [kg],conservation_tank.volume [m^3],conservation_tank.inenergy [J],conservation_tank.pressure [Pa],conservation_tank.temperature [degK],conservation_tank.density [kg/m^3],conservation_tank.sp_inenergy [J/kg],conservation_tank.sp_enthalpy [J/kg],time [s]
-0.17997622154708204,0.24530298613494472,0.0037854117839999993,20350.35892773968,2089903.3358402976,134.51295060680286,64.80219329685079,82960.09456870065,115210.59766921624,1.57
-0.17833114883181972,0.24351967464662652,0.0037854117839999993,20144.90254534016,2068047.2743211742,134.0833589061118,64.3310922409879,82723.9218949048,114870.85430783746,1.58
-0.17670535193937492,0.24175262112723278,0.0037854117839999993,19941.919597959728,2046475.8385825367,133.65627674564698,63.86428608614297,82488.94884769183,114533.08437317408,1.59
-0.17509853618852197,0.24000163576534755,0.0037854117839999993,19741.373843770736,2025184.3209274812,133.23167882304745,63.40172468944467,82255.16372343442,114197.26515438559,1.6
-0.17351041270871975,0.23826653163826036,0.0037854117839999993,19543.22969769929,2004168.1122731038,132.8095402333841,62.943358671136956,82022.55500730628,113863.37435004856,1.61
-0.17194069829764128,0.23654712465528396,0.0037854117839999993,19347.45221673656,1983422.699605108,132.3898364608183,62.48913939960515,81791.111369167,113531.39005858098,1.62
-0.17038911528284664,0.2348432335024555,0.0037854117839999993,19154.007085647427,1962943.6635106688,131.9725433704795,62.039018976767565,81560.8216595568,113201.29076893708,1.6300000000000001
-0.1688553913874537,0.23315467958858097,0.0037854117839999993,18962.860603063888,1942726.6757867592,131.55763720055592,61.59295022382194,81331.67490579767,112873.0553515647,1.6400000000000001
-0.16733925959966364,0.23148128699258433,0.0037854117839999993,18773.979667951062,1922767.4971213124,131.1450945545922,61.15088666733658,81103.66030819804,112546.66304961781,1.6500000000000001
-0.16584045804600583,0.22982288241212426,0.0037854117839999993,18587.33176643408,1903061.9748446757,130.73489239399012,60.71278252567629,80876.76723635726,112222.09347041421,1.6600000000000001
-0.1643587298681659,0.2281792951134426,0.0037854117839999993,18402.884958974642,1883606.040748903,130.32700803070634,60.278592695753765,80650.9852255674,111899.32657713298,1.67
-0.16289382310327097,0.22655035688240988,0.0037854117839999993,18220.607867886334,1864395.7089725959,129.92141912014418,59.8482727400972,80426.303973309,111578.34268074333,1.68
-0.16144549056750787,0.2249359019767348,0.0037854117839999993,18040.469665178312,1845427.073949008,129.51810365423512,59.42177887422534,80202.71333583843,111259.12243215846,1.69
-0.1600134897429549,0.22333576707930525,0.0037854117839999993,17862.44006071723,1826696.3084152942,129.11703995470626,58.999067954321475,79980.20332486367,110941.64681460775,1.7
-0.15859758266751536,0.22174979125263009,0.0037854117839999993,17686.48929069773,1808199.6614808377,128.71820666653167,58.580097465198286,79758.7641043065,110625.89713622176,1.71
-0.15719753582784798,0.2201778158943516,0.0037854117839999993,17512.58810641214,1789933.456752675,128.3215827515643,58.16482550854542,79538.38598714797,110311.85502282322,1.72
-0.15581312005519618,0.21861968469379964,0.0037854117839999993,17340.707763310314,1771894.0905161258,127.92714748234677,57.75321079145235,79319.0594323555,109999.5024109192,1.73
-0.15444411042402956,0.21707524358955935,0.0037854117839999993,17170.82001034091,1754078.0299687684,127.5348804360971,57.3452126151989,79100.77504188863,109688.821540889,1.74
-0.153090286153421,0.21554434072802514,0.0037854117839999993,17002.89707956565,1736481.811505996,127.14476148886818,56.94079086430645,78883.52355778147,109379.79495036087,1.75
-0.1517514305110967,0.21402682642291418,0.0037854117839999993,16836.911676038373,1719102.0390564709,126.75677080987833,56.53990599584244,78667.2958592997,109072.40546777486,1.76
-0.15042733072011255,0.21252255311571305,0.0037854117839999993,16672.83696794098,1701935.382465735,126.37088885600734,56.142519028971535,78452.08296016965,108766.6362061235,1.77
-0.1491177778681244,0.2110313753370318,0.0037854117839999993,16510.646576968502,1684978.5759263986,125.98709636645516,55.748591534746446,78237.87600587755,108462.47055686636,1.78
-0.14782256681923978,0.20955314966883942,0.0037854117839999993,16350.31456895578,1668228.4164532644,125.60537435755624,55.35808562613157,78024.6662710366,108159.89218401117,1.79
-0.14654149612845724,0.20808773470755484,0.0037854117839999993,16191.815444738404,1651681.7624018218,125.22570411774116,54.97096394825269,77812.44515681943,107858.88501835513,1.8
-0.14527436795871596,0.20663499102796767,0.0037854117839999993,16035.124131240671,1635335.5320285151,124.84806720263545,54.58718966886582,77601.20418845395,107559.43325187905,1.81
-0.14402098800059757,0.2051947811479617,0.0037854117839999993,15880.215972783471,1619186.7020912217,124.4724454302819,54.20672646903815,77390.93501277978,107261.52133228516,1.82
-0.14278116539473304,0.20376696949401435,0.0037854117839999993,15727.066722605114,1603232.3064883545,124.09882087646962,53.829538534034,77181.62939586288,106965.13395766968,1.83
-0.14155471265697586,0.20235142236744458,0.0037854117839999993,15575.652534588186,1587469.434935032,123.72717587015033,53.45559054439838,76973.27922066578,106670.25607131964,1.84
-0.14034144560640796,0.2009480079113805,0.0037854117839999993,15425.949955185639,1571895.2316746984,123.35749298891712,53.08484766723085,76765.8764847701,106376.87285662229,1.85
-0.13914118329622796,0.19955659607841822,0.0037854117839999993,15277.93591553941,1556506.8942246519,122.98975505451938,52.71727554764178,76559.41329814905,106084.96973207364,1.86
-0.1379537479475622,0.1981770585989426,0.0037854117839999993,15131.587723784978,1541301.6721538801,122.62394512838249,52.352840300383725,76353.88188098637,105794.53234637446,1.87
-0.13677896488619445,0.19680926895008066,0.0037854117839999993,14986.883057535417,1526276.865891693,122.2600465071,51.99150850164963,76149.27456153875,105505.54657359752,1.8800000000000001
-0.13561666248217008,0.19545310232525895,0.0037854117839999993,14843.799956538733,1511429.825565656,121.89804271786355,51.63324718103085,75945.58377403881,105217.99850841424,1.8900000000000001
-0.13446667209216281,0.19410843560433733,0.0037854117839999993,14702.316815502487,1496757.9498674131,121.53791751379617,51.27802381362729,75742.80205663542,104931.87446136495,1.9000000000000001
-0.13332882800441442,0.19277514732429318,0.0037854117839999993,14562.412377080085,1482258.6849451293,121.1796548691575,50.92580631230296,75540.92204936915,104647.16095416264,1.9100000000000001
-0.13220296738596687,0.19145311765043352,0.0037854117839999993,14424.065725013514,1467929.5233214034,120.82323897439201,50.57656302008108,75339.93649217993,104363.84471501771,1.92
-0.13108893023180618,0.19014222834811545,0.0037854117839999993,14287.256277427814,1453768.002835709,120.46865423100063,50.23026270267338,75139.83822294581,104081.91267397856,1.93
-0.12998655931543174,0.18884236275496113,0.0037854117839999993,14151.963780273218,1439771.7056106697,120.11588524622401,49.88687454114006,74940.6201755513,103801.35195828383,1.94
-0.12889570014026566,0.18755340575355847,0.0037854117839999993,14018.168300911526,1425938.2570417267,119.76491682754009,49.54636812467811,74742.27537798554,103522.1498877277,1.95
-0.12781620089122459,0.1862752437446462,0.0037854117839999993,13885.850221844114,1412265.3248100432,119.41573397699229,49.20871344353755,74544.79695047083,103244.29397004822,1.96
-0.12674791238570837,0.18500776462078913,0.0037854117839999993,13754.990234579713,1398750.6179188732,119.06832188538537,48.87388088206711,74348.17810362365,102967.7718963504,1.97
-0.12569068802322436,0.18375085774055688,0.0037854117839999993,13625.569333641006,1385391.8857538635,118.72266592640248,48.541841211893086,74152.41213665156,102692.57153658867,1.98
-0.12464438373286503,0.18250441390322825,0.0037854117839999993,13497.568810709794,1372186.917168128,118.37875165072018,48.21256558523681,73957.49243559003,102418.68093513558,1.99
-0.12360885791791575,0.1812683253240491,0.0037854117839999993,13370.970248911279,1359133.5395931783,118.03656478021622,47.88602552837859,73763.41247158493,102146.08830647371,2.0
-0.1225839713969764,0.18004248561007935,0.0037854117839999993,13245.75551723854,1346229.6181770267,117.69609120238586,47.562192935277075,73570.16579922734,101874.7820310521,2.0100000000000002
-0.12156958734115311,0.17882678973666782,0.0037854117839999993,13121.90676511869,1333473.0549508745,117.35731696509409,47.24104006135462,73377.74605494743,101604.7506513538,2.02
-0.12056557120710591,0.17762113402459676,0.0037854117839999993,12999.40641712233,1320861.7880258623,117.02022827180494,46.92253951745948,73186.1469554754,101335.98286822219,2.0300000000000002
-0.11957179066602569,0.1764254161179365,0.0037854117839999993,12878.23716781778,1308393.7908212466,116.68481147743093,46.60666426401565,72995.36229637664,101068.4675374964,2.04
-0.11858811552894268,0.17523953496264708,0.0037854117839999993,12758.381976771083,1296067.0713251024,116.35105308494151,46.29338760536999,72805.3859506679,100802.19366699841,2.05
-0.1176144176691226,0.17406339078595584,0.0037854117839999993,12639.824063691942,1283879.6713883234,116.01893974285792,45.98268318434438,72616.21186752025,100537.15041391294,2.06
-0.11665057094267578,0.1728968850765291,0.0037854117839999993,12522.546903724615,1271829.666052127,115.68845824373804,45.674524976997624,72427.83407105212,100273.32708258618,2.07
-0.11569645110884381,0.17173992056544066,0.0037854117839999993,12406.534222881299,1259915.162908653,115.35959552372417,45.36888728759785,72240.24665921427,100010.71312276069,2.08
-0.11475193575173041,0.17059240120792335,0.0037854117839999993,12291.769993613821,1248134.3014935118,115.0323386631862,45.065744743801794,72053.44380276486,99749.29812824285,2.09
-0.11381690420546645,0.1694542321658687,0.0037854117839999993,12178.238430517575,1236485.2527082877,114.70667488844316,44.76507229203171,71867.41974432967,99489.07183598475,2.1
-0.1128912374849224,0.16832531979101947,0.0037854117839999993,12065.923986159669,1224966.2182702515,114.38259157449652,44.46684519303528,71682.16879753947,99230.02412553821,2.11
-0.1119748182240832,0.16720557160877864,0.0037854117839999993,11954.811347021383,1213575.4301856754,114.06007624864893,44.171039017608415,71497.68534623239,98972.14501882225,2.12
-0.11106753062406324,0.16609489630253801,0.0037854117839999993,11844.88542954331,1202311.150242485,113.73911659483062,43.87762964245531,71313.96384370611,98715.42468012165,2.13
-0.1101692604124579,0.16499320369841344,0.0037854117839999993,11736.131376260204,1191171.669517411,113.41970045840297,43.58659324615593,71130.99881200172,98459.85341622031,2.14
-0.10927989481530762,0.16390040475026035,0.0037854117839999993,11628.534552011652,1180155.3078924455,113.101815851168,43.297906305207505,70948.784841199,98205.42167655808,2.15
-0.10839932254240403,0.1628164115248363,0.0037854117839999993,11522.08054021435,1169260.4135752555,112.78545095627877,43.0115455901049,70767.3165887012,97952.12005329125,2.16
-0.10752743378602278,0.16174113718697608,0.0037854117839999993,11416.755139182042,1158485.3626183902,112.47059413273182,42.72748816142432,70586.58877848768,97699.93928113452,2.17
-0.1066641202324649,0.16067449598465144,0.0037854117839999993,11312.544358480167,1147828.5584324696,112.15723391911926,42.445711365876456,70406.596200313,97448.87023686612,2.18
-0.10580927508506277,0.15961640323380083,0.0037854117839999993,11209.434415303955,1137288.4312892915,111.8453590363379,42.16619283229897,70227.33370883408,97198.90393838864,2.19
-0.104962793096623,0.1585667753028346,0.0037854117839999993,11107.41173087092,1126863.4378116736,111.53495838898604,41.888910467563186,70048.79622264954,96950.03154325463,2.2
-0.1041245706086677,0.15752552959674793,0.0037854117839999993,11006.462926821538,1116552.060448013,111.22602106523122,41.613842452377156,69870.97872324032,96702.24434659137,2.21
-0.1032945055943667,0.15649258454080425,0.0037854117839999993,10906.57482162507,1106352.8069308049,110.91853633499748,41.34096723697532,69693.87625380591,96455.53377838564,2.22
-0.10247249770174682,0.15546785956378678,0.0037854117839999993,10807.734426990806,1096264.2097197191,110.61249364639755,41.07026353669396,69517.48391799598,96209.89140012153,2.23
-0.10165844829366509,0.15445127508085013,0.0037854117839999993,10709.928944288422,1086284.8254311502,110.30788262041777,40.801710327441135,69341.79687854392,95965.30890079781,2.24
-0.10085226048114572,0.15344275247603867,0.0037854117839999993,10613.145760984253,1076413.2342574138,110.00469304394808,40.5352868410785,69166.81035581385,95721.77809238296,2.25
-0.10005383914700725,0.1524422140845686,0.0037854117839999993,10517.372447103045,1066648.0393798042,109.70291486132865,40.27097256074073,68992.51962627914,95479.29090479689,2.2600000000000002
-0.0992630909572334,0.15144958317499627,0.0037854117839999993,10422.596751726895,1056987.866380574,109.4025381646577,40.008747216124874,68818.92002095404,95237.8393805328,2.27
-0.09847992435822515,0.15046478393141402,0.0037854117839999993,10328.806599544538,1047431.3626594197,109.10355318316064,39.748590778787,68646.00692380412,94997.41566905231,2.2800000000000002
-0.09770424955887758,0.14948774143582524,0.0037854117839999993,10235.990087464763,1037977.1968602651,108.8059502719639,39.490483457486185,68473.77577016274,94758.0120210992,2.29
-0.09693597849728484,0.1485183816508524,0.0037854117839999993,10144.135481307536,1028624.0583140214,108.50971990063653,39.23440569361646,68302.22204518154,94519.62078308011,2.3000000000000003
-0.0961750247927382,0.14755663140292502,0.0037854117839999993,10053.231212585406,1019370.6565025743,108.21485264186688,38.98033815676552,68131.34128234185,94282.23439165804,2.31
-0.0954213036844816,0.1466024183660802,0.0037854117839999993,9963.265875386027,1010215.7205485248,107.92133916062177,38.72826174043533,67961.12906205138,94045.84536869059,2.32
-0.0946747319593681,0.14565567104648652,0.0037854117839999993,9874.228223364298,1001157.9987342686,107.6291702041005,38.478157557953686,67791.58101034668,93810.44631662803,2.33
-0.09393522787108059,0.14471631876777571,0.0037854117839999993,9786.107166849895,992196.2580529519,107.33833659274893,38.23000693859935,67622.69279771777,93576.02991446231,2.34
-0.09320271105390683,0.14378429165723663,0.0037854117839999993,9698.891770073002,983329.2837926104,107.04882921253405,37.983791423954806,67454.46013806514,93342.58891429009,2.35
-0.09247710243417889,0.14285952063289484,0.0037854117839999993,9612.571248508018,974555.8791536947,106.76063900861753,37.739492764493086,67286.87878779447,93110.11613852534,2.36
-0.09175832414240619,0.14194193739147076,0.0037854117839999993,9527.13496633226,965874.8648990534,106.47375698049635,37.497092916396646,67119.94454504848,92878.60447776818,2.37
-0.09104629942886282,0.14103147439718214,0.0037854117839999993,9442.572433994083,957285.0790345082,106.18817417861584,37.256574038599275,66953.6532490704,92648.0468893102,2.38
-0.09034095258497887,0.14012806487133234,0.0037854117839999993,9358.873305882902,948785.3765173799,105.90388170240215,37.01791849003563,66788.00077968933,92418.43639623463,2.39
-0.08964220887236046,0.13923164278260874,0.0037854117839999993,9276.02737809202,940374.6289897512,105.6208706996134,36.78110882707834,66622.98305691381,92189.76608705033,2.4
-0.08894999446068502,0.1383421428380019,0.0037854117839999993,9194.02458626427,932051.7245329348,105.339132366874,36.546127801139086,66458.5960406182,91962.02911578749,2.41
-0.08826423637513346,0.13745950047425057,0.0037854117839999993,9112.855003510142,923815.567439466,105.05865795123023,36.31295835640866,66294.8357303044,91735.21870247353,2.42
-0.08758486245347215,0.13658365184971585,0.0037854117839999993,9032.508838388188,915665.0779990244,104.7794387525566,36.08158362771026,66131.69816492192,91509.32813390713,2.43
-0.08691180131242483,0.1357145338365916,0.0037854117839999993,8952.976432938112,907599.1922949078,104.50146612663833,35.85198693844179,65969.17942272882,91284.3507646482,2.44
-0.08624498232260945,0.13485208401336551,0.0037854117839999993,8874.248260757833,899616.86200802,104.22473148876448,35.62415179858423,65807.27562117827,91060.28001814957,2.45
-0.08558433559106254,0.13399624065745488,0.0037854117839999993,8796.314925116938,891717.0542257312,103.94922631767835,35.39806190275623,65645.98291681666,90837.1093879611,2.46
-0.0849297919502464,0.1331469427379524,0.0037854117839999993,8719.167157100124,883898.7512534306,103.67494215975012,35.17370112829776,65485.297505181086,90614.83243894785,2.47
-0.08428128295241434,0.13230412990842827,0.0037854117839999993,8642.7958137754,876160.9504269717,103.40187063325169,34.95105353336859,65325.21562068654,90393.44280847306,2.48
-0.08363874086828103,0.13146774249974547,0.0037854117839999993,8567.191876382904,868502.6639246282,103.13000343263414,34.73010335505034,65165.733536494634,90172.9342075037,2.49
-0.08300209868908413,0.13063772151285463,0.0037854117839999993,8492.346448541148,860922.918577472,102.85933233271852,34.51083500744305,65006.84756435765,89953.30042160652,2.5
-0.08237129013129359,0.1298140086115417,0.0037854117839999993,8418.250754468192,853420.7556773463,102.58984919272385,34.29323307974933,64848.554054433,89734.53531180622,2.5100000000000002
-0.08174624964340924,0.1289965461151076,0.0037854117839999993,8344.89613721585,845995.2307818134,102.3215459600633,34.07728233434052,64690.84939506397,89516.63281527859,2.52
-0.08112691241444481,0.12818527699096316,0.0037854117839999993,8272.27405691544,838645.4135155051,102.0544146738384,33.86296770480048,64533.73001252414,89299.58694586816,2.5300000000000002
-0.08051321438382567,0.1273801448471249,0.0037854117839999993,8200.376089033842,831370.3873675445,101.78844746797307,33.65027429394321,64377.19237072239,89083.39179439892,2.54
-0.07990509225249572,0.12658109392459993,0.0037854117839999993,8129.193922638875,824169.2494846194,101.52363657391867,33.43918737180112,64221.23297086657,88868.04152877029,2.5500000000000003
-0.07930248349505158,0.1257880690896494,0.0037854117839999993,8058.719358673146,817041.1104594556,101.25997432286921,33.22969237358126,64065.84835108393,88653.53039381822,2.56
-0.07870532637268675,0.12500101582592255,0.0037854117839999993,7988.944308235783,809985.0941145024,100.99745314742826,33.021774897587356,63911.035085996846,88439.8527109286,2.57
-0.07811355994665908,0.12421988022645596,0.0037854117839999993,7919.860790871695,803000.3372807446,100.73606558267258,32.815420703106255,63756.78978625314,88227.00287740411,2.58
-0.07752712409189362,0.12344460898553702,0.0037854117839999993,7851.460932868371,796085.9895717171,100.47580426657002,32.61061570825845,63603.1090980106,88014.9753655375,2.59
-0.0769459595102196,0.12267514939043483,0.0037854117839999993,7783.736965560674,789241.2131529779,100.21666193972057,32.407345987813635,63449.9897023772,87803.76472146656,2.6
-0.0763700077426671,0.12191144931300817,0.0037854117839999993,7716.681223644538,783484.6976398308,100.09633226564634,32.20559777097375,63297.42831480844,87625.0220210808,2.61
-0.0758707534129506,0.12115274177887866,0.0037854117839999993,7650.19945925888,777893.6947504169,99.99293146740686,32.00516844454317,63145.07907069577,87450.33139574721,2.62
-0.07538347660293729,0.12039890701284929,0.0037854117839999993,7584.276359151976,772342.6518915578,99.88973960951225,31.80602636726227,62992.90041181655,87275.80337408367,2.63
-0.07489936493203081,0.11964991336352898,0.0037854117839999993,7518.907336685459,766831.2976005212,99.78675647484657,31.608163177718104,62840.89244461861,87101.43847157549,2.64
-0.07441839803067452,0.11890572938322223,0.0037854117839999993,7454.087841513239,761359.3619469372,99.68398184255503,31.411570568308417,62689.05527242846,86927.23719622684,2.65
-0.07394055566469925,0.11816632382657524,0.0037854117839999993,7389.813359306378,755926.5765287523,99.58141548810477,31.216240284883963,62537.38899546295,86753.20004862011,2.66
-0.07346581773384997,0.11743166564923674,0.0037854117839999993,7326.079411480376,750532.6744701448,99.47905718334648,31.022164126394753,62385.893710841636,86579.32752197706,2.67
-0.07299416427037324,0.116701724006533,0.0037854117839999993,7262.881554924799,745177.3904183381,99.37690669657562,30.82933394454003,62234.569512599664,86405.6201022383,2.68
-0.07252557543762186,0.11597646825215678,0.0037854117839999993,7200.2153817352055,739860.4605400452,99.27496379259183,30.637741643421904,62083.41649170115,86232.07826811004,2.69
-0.07206003152868637,0.11525586793686991,0.0037854117839999993,7138.076518947364,734581.6225182856,99.173228232759,30.447379179202645,61932.43473605321,86058.70249114507,2.7
-0.07159751296506556,0.11453989280721925,0.0037854117839999993,7076.4606282736995,729340.6155490682,99.07169977506406,30.258238559765438,61781.62433052043,85885.4932357932,2.71
-0.07113800029536843,0.11382851280426556,0.0037854117839999993,7015.363405841942,724137.1803380188,98.97037817417588,30.070311844378615,61630.98535693994,85712.45095947564,2.72
-0.0706814741940489,0.11312169806232507,0.0037854117839999993,6954.780581935934,718971.0590963748,98.86926318150294,29.8835911433632,61480.51789413695,85539.57611264808,2.73
-0.07022791546016399,0.11241941890772343,0.0037854117839999993,6894.7079207385605,713841.9955379444,98.76835454525067,29.69806861776374,61330.222017940716,85366.86913885795,2.74
-0.06977730501618029,0.11172164585756163,0.0037854117839999993,6835.141220076776,708749.7348747326,98.6676520104781,29.513736479022292,61180.09780120112,85194.33047480689,2.75
-0.06932962390679273,0.1110283496184937,0.0037854117839999993,6776.076311168683,703694.0238134752,98.56715531915435,29.33058698865553,61030.1453138056,85021.96055042843,2.7600000000000002
-0.06888485329779019,0.1103395010855158,0.0037854117839999993,6717.509058372615,698674.6105517733,98.46686421021441,29.14861245793486,60880.36462269648,84849.75978893394,2.77
-0.06844297447494735,0.10965507134076632,0.0037854117839999993,6659.435358938221,693691.2447738098,98.36677841961377,28.967805247569427,60730.75579188877,84677.72860688645,2.7800000000000002
-0.06800396884294141,0.1089750316523369,0.0037854117839999993,6601.851142759483,688743.6776460536,98.26689768038284,28.788157767392033,60581.31888248835,84505.86741425552,2.79
-0.06756781792430076,0.1082993534730939,0.0037854117839999993,6544.7523721296675,683831.6618143308,98.167221722681,28.609662476047788,60432.05395271043,84334.17661447907,2.8000000000000003
-0.06713450335840386,0.10762800843950986,0.0037854117839999993,6488.135041498138,678954.9513977554,98.06775027384964,28.432311880685443,60282.96105789844,84162.65660453252,2.81
-0.0667040069004613,0.10696096837050524,0.0037854117839999993,6431.995177229039,674113.301985944,97.96848305846521,28.256098536651372,60134.040250543185,83991.30777498617,2.82
-0.06627631042057668,0.10629820526629948,0.0037854117839999993,6376.328837361787,669306.4706337238,97.86941979838997,28.081015047186078,59985.29158030218,83820.1305100565,2.83
-0.06585139590279704,0.10563969130727151,0.0037854117839999993,6321.132111373368,664534.2158569184,97.77056021282465,27.90705406312317,59836.71509401945,83649.12518768008,2.84
-0.06542924544420807,0.10498539885282943,0.0037854117839999993,6266.4011199423885,659796.2976284365,97.67190401835809,27.734208282590753,59688.310835745375,83478.29217956166,2.85
-0.06500984125406034,0.10433530044028883,0.0037854117839999993,6212.132014714854,655092.4773719929,97.57345092901829,27.56247045071513,59540.07884675678,83307.6318512456,2.86
-0.06459316565288456,0.10368936878375998,0.0037854117839999993,6158.320978071684,650422.5179595202,97.47520065632028,27.391833359326807,59392.019165577294,83137.1445621583,2.87
-0.06417920107168838,0.10304757677304309,0.0037854117839999993,6104.964222897876,645786.1837046081,97.37715290931648,27.222289846668662,59244.13182799768,82966.8306656795,2.88
-0.06376793005111633,0.10240989747253193,0.0037854117839999993,6052.057992353358,641183.2403589303,97.2793073946435,27.05383279710632,59096.41686709649,82796.69050919669,2.89
-0.06335933524067763,0.10177630412012516,0.0037854117839999993,5999.598559645449,636613.4551070804,97.18166381657012,26.886455140840546,58948.87431326065,82626.7244341579,2.9
-0.06295339939797177,0.10114677012614544,0.0037854117839999993,5947.582227802953,632076.5965606535,97.08422187704362,26.7201498536217,58801.504194206216,82456.93277612809,2.91
-0.06255010538792288,0.1005212690722662,0.0037854117839999993,5896.005329451836,627572.4347546885,96.98698127573628,26.554909956466236,58654.30653499919,82287.31586485197,2.92
-0.06214943618207042,0.0998997747104455,0.0037854117839999993,5844.864226592471,623100.7411415426,96.88994171009038,26.390728515375045,58507.2813580763,82117.8740243015,2.93
-0.06175137485783843,0.09928226096186712,0.0037854117839999993,5794.155310378437,618661.2885863772,96.79310287536276,26.22759864105372,58360.42868326587,81948.60757273251,2.94
-0.061355904597847205,0.09866870191588865,0.0037854117839999993,5743.875000896847,614253.8513615532,96.69646446466935,26.065513488634682,58213.74852780859,81779.5168227399,2.95
-0.060963008689225245,0.0980590718289964,0.0037854117839999993,5694.019746950194,609878.2051419262,96.60002616902815,25.904466257401076,58067.24090637836,81610.60208130826,2.96
-0.06057267052295001,0.0974533451237669,0.0037854117839999993,5644.586025839687,605534.1269984688,96.50378767740203,25.74445019051246,57920.90583110304,81441.863649874,2.97
-0.060184873593177673,0.09685149638783512,0.0037854117839999993,5595.570343150082,601221.3953943846,96.40774867674044,25.585458574732208,57774.743311585065,81273.30182435202,2.98
-0.05979960149662477,0.09625350037286887,0.0037854117839999993,5546.969232535971,596939.7901784941,96.31190885202136,25.427484740156576,57628.75335492219,81104.91689522295,2.99
-0.059416837931920756,0.09565933199354966,0.0037854117839999993,5498.7792555095175,592689.0925804231,96.21626788629175,25.270522059945506,57482.93596572786,80936.70914755837,3.0
-0.05903656669899949,0.09506896632655966,0.0037854117839999993,5450.997001229644,588469.085204853,96.1208254607064,25.114563950054972,57337.291146151714,80768.67886106369,3.0100000000000002
-0.058658771698487544,0.09448237860957479,0.0037854117839999993,5403.619086292649,584279.5520261358,96.02558125457072,24.959603868970998,57191.81889589991,80600.82631017193,3.02
-0.05828343693110894,0.0938995442402637,0.0037854117839999993,5356.642154524207,580120.2783825137,95.93053494537497,24.80563531744522,57046.51921225517,80433.15176403384,3.0300000000000002
-0.057910546497090785,0.0933204387752928,0.0037854117839999993,5310.062876772821,575991.0509708975,95.83568620883555,24.652651838232035,56901.39209009694,80265.6554866044,3.04
-0.057540084595588646,0.0927450379293369,0.0037854117839999993,5263.877950704626,571891.6578404801,95.74103471893162,24.500647015827255,56756.43752192124,80098.33773667699,3.0500000000000003
-0.05717203552410015,0.0921733175740959,0.0037854117839999993,5218.084100599599,567821.8883875574,95.6465801479416,24.34961447620831,56611.6554978604,79931.19876793626,3.06
-0.05680638367790463,0.09160525373731686,0.0037854117839999993,5172.678077149137,563781.5333500857,95.55232216648031,24.199547886575946,56467.046005702665,79764.23882899962,3.0700000000000003
-0.05644311354950567,0.09104082260182181,0.0037854117839999993,5127.6566572549855,559770.3848011575,95.4582604435335,24.050440955097375,56322.60903091155,79597.45816345967,3.08
-0.05608220972806192,0.09048000050454119,0.0037854117839999993,5083.016643829547,555788.2361435805,95.36439464649438,23.902287430650954,56178.34455664521,79430.8570099435,3.09
-0.055723656898841484,0.08992276393555278,0.0037854117839999993,5038.754865597517,551834.8821038245,95.27072444119645,23.755081102572273,56034.252563775386,79264.43560213516,3.1
-0.055367439842669966,0.08936908953712608,0.0037854117839999993,4994.868176898873,547910.1187268218,95.17724949194867,23.60881580040173,55890.33303090644,79098.19416883851,3.11
-0.055013543435397674,0.0888189541027721,0.0037854117839999993,4951.353457493184,544013.7433689295,95.08396946156866,23.463485393633498,55746.585934394025,78932.13293401188,3.12
-0.05466195264734113,0.0882723345762987,0.0037854117839999993,4908.207612365258,540145.5546931995,94.99088401141505,23.319083791465978,55603.01124836367,78766.25211680961,3.13
-0.05431265254276439,0.08772920805087105,0.0037854117839999993,4865.427571532097,536305.3526625556,94.8979928014203,23.175604942553605,55459.6089447292,78600.55193162979,3.14
-0.05396562827933131,0.08718955176807773,0.0037854117839999993,4823.010289851171,532492.9385341248,94.8052954901218,23.033042834760128,55316.37899321092,78435.03258814654,3.15
-0.053620865107578373,0.08665334311700194,0.0037854117839999993,4780.952746829997,528708.1148533688,94.7127917346944,22.89139149491324,55173.32136135372,78269.69429136533,3.16
-0.05327834837038742,0.08612055963329807,0.0037854117839999993,4739.251946437006,524950.6854478298,94.62048119097967,22.750644988560666,55030.43601454488,78104.5372416459,3.17
-0.0529380635024545,0.08559117899827352,0.0037854117839999993,4697.904916913725,521220.4554214849,94.52836351351732,22.61079741972757,54887.72291603189,77939.56163476211,3.18
-0.05259999602977097,0.08506517903797581,0.0037854117839999993,4656.908710588219,517517.2311477613,94.43643835557403,22.471842930675418,54745.18202693991,77774.76766191947,3.19
-0.05226413156908489,0.08454253772228496,0.0037854117839999993,4616.260403689844,513840.82026493014,94.34470536917378,22.3337757016622,54602.813306289274,77610.15550981405,3.2
-0.0519304558274031,0.08402323316401092,0.0037854117839999993,4575.957096165241,510191.03166845045,94.25316420512597,22.19658995070401,54460.6167110126,77445.72536065515,3.21
-0.05159895460144548,0.08350724361799647,0.0037854117839999993,4535.995911495636,506567.6755063267,94.16181451305401,22.060279933338023,54318.59219597201,77281.47739221621,3.22
-0.051269613777149926,0.08299454748022497,0.0037854117839999993,4496.373996515372,502970.56317168917,94.0706559414247,21.92483994238683,54176.73971397601,77117.41177787751,3.23
-0.05094241932913456,0.08248512328693362,0.0037854117839999993,4457.08852123171,499399.5072978506,93.97968813757201,21.79026430772416,54035.05921579622,76953.52868662328,3.24
-0.050617357320200076,0.08197894971373162,0.0037854117839999993,4418.136678645899,495854.32175086223,93.88891074772883,21.65654739604193,53893.5506501842,76789.82828313597,3.25
