volume [m^3],pressure [Pa],temp [degK],liq_sp_intenergy [J/kg],liquid_sat_density [kg/m^3],vapor_sat_sp_inenergy [J/kg],vapor_sat_density [kg/m^3],x [-],total_mass [kg],total_inenergy [J],total_mdot [kg/s],total_inenergy_dot [J/s],time [s]
0.008963947725436136,4500121.898664573,288.11574119126885,195462.64531054173,820.9376752013945,356099.43317856203,134.05133526852478,0.03653021715513204,6.198575821305717,1247963.869784335,-0.5079366475231422,-102068.73002805267,1.905
0.008963947725436136,4499981.894667177,288.11440709836177,195459.45043572967,820.946542614561,356100.25693638367,134.04567140405186,0.03654938873940628,6.198067902636702,1247861.8064065347,-0.5079186690140788,-102063.3778001375,1.9060000000000001
0.008963947725436136,4499841.895818889,288.1130730231927,195456.2556571999,820.9554096213845,356101.0806034111,134.04000792821628,0.03656856058011469,6.19756000194523,1247759.748380589,-0.5079006914723345,-102058.0259457363,1.907
0.008963947725436136,4499701.902119132,288.1117389657573,195453.06097493417,820.9642762219376,356101.9041796593,134.03434484095243,0.03658773267766501,6.1970521192303325,1247657.6957061242,-0.5078827148977635,-102052.67446479261,1.9080000000000001
0.008963947725436136,4499561.913567092,288.11040492605116,195449.86638891388,820.9731424162904,356102.72766514146,134.02868214219922,0.03660690503246854,6.196544254491043,1247555.6483827669,-0.5078647392902275,-102047.3233572541,1.909
0.008963947725436136,4499421.9301622035,288.1090709040698,195446.6718991212,820.9820082045139,356103.55105987185,134.02301983189327,0.03662607764493152,6.196036407726393,1247453.606410144,-0.5078467646495759,-102041.97262306245,1.9100000000000001
0.008963947725436136,4499281.95190377,288.10773689980897,195443.4775055378,820.9908735866788,356104.37436386355,134.01735790997353,0.0366452505154627,6.195528578935418,1247351.5697878818,-0.5078287909756706,-102036.62226216463,1.911
0.008963947725436136,4499141.978791173,288.10640291326405,195440.2832081457,820.9997385628549,356105.1975771302,134.01169637637855,0.0366644236444694,6.19502076811715,1247249.5385156074,-0.507810818268365,-102031.27227450533,1.9120000000000001
0.008963947725436136,4499002.010823703,288.1050689444308,195437.0890069272,821.0086031331113,356106.02069968596,134.00603523104473,0.03668359703235674,6.194512975270622,1247147.5125929473,-0.5077928465275198,-102025.9226600303,1.913
0.008963947725436136,4498862.048000706,288.10373499330467,195433.89490186298,821.0174672975221,356106.8437315443,134.0003744739097,0.036702770679539996,6.194005200394869,1247045.4920195288,-0.5077748757529881,-102020.57341868375,1.9140000000000001
0.008963947725436136,4498722.090321524,288.1024010598813,195430.70089293618,821.0263310561547,356107.66667271877,133.9947141049127,0.036721944586419746,6.1934974434889245,1246943.4767949784,-0.5077569059446264,-102015.22455041044,1.915
0.008963947725436136,4498582.137785507,288.10106714415633,195427.5069801278,821.0351944090811,356108.48952322325,133.98905412399043,0.036741118753408845,6.192989704551822,1246841.4669189232,-0.5077389371022913,-102009.87605515592,1.9160000000000001
0.008963947725436136,4498442.190391972,288.0997332461252,195424.31316342027,821.0440573563708,356109.3122830707,133.98339453108292,0.03676029318091226,6.192481983582597,1246739.4623909902,-0.5077209692258442,-102004.52793286623,1.917
0.008963947725436136,4498302.248140277,288.09839936578373,195421.11944279502,821.0529198980951,356110.13495227596,133.9777353261247,0.03677946786934058,6.191974280580282,1246637.4632108067,-0.5077030023151344,-101999.18018348463,1.9180000000000001
0.008963947725436136,4498162.311029778,288.09706550312745,195417.92581823393,821.0617820343244,356110.9575308521,133.97207650905537,0.03679864281910217,6.191466595543912,1246535.4693779997,-0.5076850363700239,-101993.83280695791,1.919
0.008963947725436136,4498022.379059699,288.0957316581518,195414.7322897197,821.0706437651277,356111.78001881286,133.96641807981314,0.03681781803060008,6.190958928472522,1246433.4808921965,-0.5076670713903697,-101988.4858032311,1.92
0.008963947725436136,4497882.452229523,288.0943978308524,195411.5388572331,821.0795050905772,356112.60241617163,133.96076003833574,0.03683699350424893,6.1904512793651465,1246331.4977530243,-0.5076491073760241,-101983.13917224736,1.921
0.008963947725436136,4497742.530538502,288.093064021225,195408.34552075673,821.0883660107417,356113.42472294247,133.9551023845607,0.03685616924045267,6.18994364822082,1246229.5199601103,-0.5076311443268476,-101977.79291395405,1.922
0.008963947725436136,4497602.613985982,288.091730229265,195405.15228027228,821.0972265256934,356114.2469391386,133.949445118427,0.036875345239620605,6.189436035038577,1246127.547513082,-0.5076131822426975,-101972.44702829528,1.923
0.008963947725436136,4497462.702571337,288.09039645496836,195401.95913576163,821.1060866355004,356115.06906477414,133.94378823987165,0.03689452150216113,6.188928439817453,1246025.5804115667,-0.5075952211234244,-101967.10151521555,1.924
0.008963947725436136,4497322.79629386,288.08906269833017,195398.76608720646,821.1149463402361,356115.8910998624,133.93813174883255,0.03691369802848322,6.188420862556485,1245923.618655192,-0.5075772609688967,-101961.75637466267,1.925
0.008963947725436136,4497182.895152936,288.0877289593462,195395.57313458936,821.1238056399669,356116.71304441686,133.9324756452493,0.0369328748189913,6.187913303254706,1245821.6622435853,-0.5075593017789597,-101956.41160657868,1.926
0.008963947725436136,4497042.999147853,288.08639523801213,195392.38027789173,821.1326645347652,356117.53489845194,133.926819929057,0.0369520518740963,6.187405761911152,1245719.7111763745,-0.5075413435534764,-101951.06721091078,1.927
0.008963947725436136,4496903.10827799,288.08506153432353,195389.1875170956,821.1415230247014,356118.35666198,133.9211646001974,0.03697122919420573,6.18689823852486,1245617.7654531868,-0.5075233862923022,-101945.72318760346,1.928
0.008963947725436136,4496763.22254267,288.0837278482761,195385.99485218216,821.1503811098474,356119.1783350159,133.91550965860517,0.0369904067797317,6.186390733094864,1245515.82507365,-0.5075054299952945,-101940.37953660203,1.929
0.008963947725436136,4496623.341941224,288.0823941798653,195382.80228313478,821.159238790269,356119.99991757295,133.90985510422004,0.0370095846310741,6.185883245620202,1245413.8900373923,-0.507487474662312,-101935.03625785222,1.93
0.008963947725436136,4496483.466473007,288.0810605290867,195379.6098099343,821.1680960660406,356120.82140966435,133.90420093698,0.03702876274864742,6.185375776099908,1245311.960344041,-0.5074695202932077,-101929.69335129835,1.931
0.008963947725436136,4496343.5961373355,288.07972689593595,195376.41743256274,821.1769529372308,356121.64281130396,133.89854715682284,0.03704794113285896,6.184868324533021,1245210.035993224,-0.5074515668878428,-101924.35081688665,1.932
