isentropic_mdot [kg/s],isentropic_tank.mass [kg],isentropic_tank.volume [m^3],isentropic_tank.inenergy [J],isentropic_tank.pressure [Pa],isentropic_tank.temperature [degK],isentropic_tank.density [kg/m^3],isentropic_tank.sp_inenergy [J/kg],isentropic_tank.sp_enthalpy [J/kg],time [s]
-0.09151915396560306,0.3044195741864854,0.0037854117839999993,60250.855787644796,6787216.330871419,286.815292699168,80.41914369083749,197920.43908035796,282318.4570071712,0.034
-0.09148314758545975,0.30432809103889996,0.0037854117839999993,60225.03018731119,6784086.043645422,286.7762181437278,80.39497639998365,197895.0742986558,282279.52650497115,0.035
-0.0914471598775266,0.30423664387902244,0.0037854117839999993,60199.21830583728,6780957.607043813,286.7371539050083,80.37081861607649,197869.7159497167,282240.6073231471,0.036000000000000004
-0.09141119082911549,0.3041452326881933,0.0037854117839999993,60173.42013412099,6777831.019667883,286.6980999782828,80.34667033418665,197844.3640305557,282201.69945570343,0.037
-0.09137524042754962,0.30405385744776575,0.0037854117839999993,60147.63566306784,6774706.280120282,286.65905635882876,80.32253154938819,197819.01853819028,282162.80289664963,0.038
-0.0913393086601636,0.3039625181391056,0.0037854117839999993,60121.864883590315,6771583.387004898,286.6200230419237,80.29840225675845,197793.67946963813,282123.9176399975,0.039
-0.0913033955143023,0.3038712147435913,0.0037854117839999993,60096.10778660867,6768462.338926982,286.58100002285016,80.27428245137817,197768.34682191993,282085.0436797646,0.04
-0.0912675009773219,0.303779947242614,0.0037854117839999993,60070.364363050736,6765343.13449311,286.54198729689386,80.2501721283314,197743.02059205875,282046.18100997334,0.041
-0.09123162503658953,0.3036887156175774,0.0037854117839999993,60044.63460385187,6762225.772311178,286.50298485934394,80.2260712827055,197717.70077707988,282007.3296246513,0.042
-0.09119576767948322,0.3035975198498979,0.0037854117839999993,60018.91849995474,6759110.250990381,286.463992705492,80.20197990959124,197692.3873740101,281968.48951782944,0.043000000000000003
-0.09115992889339196,0.3035063599210045,0.0037854117839999993,59993.21604230951,6755996.569141228,286.4250108306327,80.17789800408265,197667.08037987843,281929.66068354395,0.044
-0.0911241086657155,0.30341523581233876,0.0037854117839999993,59967.52722187399,6752884.72537557,286.3860392300651,80.15382556127712,197641.77979171652,281890.8431158359,0.045
-0.09108830698386476,0.3033241475053549,0.0037854117839999993,59941.85202961321,6749774.718306528,286.34707789908975,80.12976257627537,197616.48560655722,281852.03680875024,0.046
-0.0910525238352612,0.3032330949815196,0.0037854117839999993,59916.19045650001,6746666.546548588,286.30812683301264,80.10570904418141,197591.1978214369,281813.2417563384,0.047
-0.09101675920733762,0.30314207822231226,0.0037854117839999993,59890.54249351414,6743560.208717482,286.26918602714017,80.08166496010261,197565.91643339206,281774.4579526534,0.048
-0.09098101308753723,0.30305109720922474,0.0037854117839999993,59864.908131643555,6740455.70343032,286.23025547678503,80.05763031914965,197540.6414394638,281735.6853917567,0.049
-0.09094528546331464,0.3029601519237614,0.0037854117839999993,59839.28736188284,6737353.029305456,286.1913351772604,80.03360511643652,197515.37283669284,281696.92406771076,0.05
-0.09090957632213463,0.3028692423474393,0.0037854117839999993,59813.68017523468,6734252.184962601,286.1524251238847,80.00958934708049,197490.11062212405,281658.17397458566,0.051000000000000004
-0.09087388565147356,0.3027783684617878,0.0037854117839999993,59788.08656270867,6731153.169022713,286.11352531197764,79.98558300620218,197464.8547928028,281619.4351064535,0.052000000000000005
-0.09083821343881777,0.302687530248349,0.0037854117839999993,59762.506515322086,6728055.980108099,286.07463573686357,79.9615860889255,197439.6053457774,281580.7074573929,0.053
-0.09080255967166527,0.30259672768867735,0.0037854117839999993,59736.94002409936,6724960.616842319,286.0357563938683,79.93759859037766,197414.36227809745,281541.991021485,0.054
-0.09076692433752408,0.30250596076433983,0.0037854117839999993,59711.387080072695,6721867.077850292,285.9968872783232,79.91362050568918,197389.12558681596,281503.28579281835,0.055
-0.09073130742391365,0.3024152294569159,0.0037854117839999993,59685.847674281235,6718775.361758169,285.9580283855602,79.88965182999387,197363.89526898638,281464.59176548285,0.056
-0.09069570891836373,0.30232453374799756,0.0037854117839999993,59660.321797771816,6715685.467193435,285.919179710916,79.86569255842883,197338.67132166534,281425.9089335753,0.057
-0.09066012880841509,0.30223387361918913,0.0037854117839999993,59634.809441598685,6712597.392784877,285.88034124973063,79.84174268613445,197313.45374191177,281387.2372911971,0.058
-0.09062456708161938,0.3021432490521075,0.0037854117839999993,59609.31059682348,6709511.137162586,285.8415129973476,79.81780220825443,197288.24252678663,281348.5768324541,0.059000000000000004
-0.09058902372553879,0.30205266002838194,0.0037854117839999993,59583.825254514995,6706426.698957896,285.80269494911204,79.79387111993573,197263.03767335234,281309.9275514559,0.06
-0.09055349872774635,0.3019621065296542,0.0037854117839999993,59558.353405749294,6703344.076803448,285.76388710037253,79.76994941632861,197237.8391786731,281271.2894423163,0.061
-0.09051799207582562,0.3018715885375784,0.0037854117839999993,59532.89504160994,6700263.269333175,285.72508944648126,79.7460370925866,197212.64703981575,281232.6624991544,0.062
-0.09048250375737095,0.301781106033821,0.0037854117839999993,59507.45015318813,6697184.275182332,285.6863019827946,79.72213414386653,197187.46125385017,281194.04671609506,0.063
-0.09044703375998762,0.30169065900006103,0.0037854117839999993,59482.01873158182,6694107.092987397,285.64752470466993,79.69824056532843,197162.28181784635,281155.4420872653,0.064
-0.09041158207129124,0.30160024741798974,0.0037854117839999993,59456.600767896576,6691031.721386165,285.60875760746893,79.67435635213572,197137.1087288774,281116.84860679804,0.065
-0.09037614867890832,0.30150987126931084,0.0037854117839999993,59431.19625324533,6687958.159017717,285.57000068655657,79.65048149945498,197111.94198401866,281078.2662688309,0.066
-0.09034073357047602,0.3014195305357404,0.0037854117839999993,59405.80517874844,6684886.404522434,285.53125393730147,79.62661600245615,197086.7815803478,281039.6950675063,0.067
-0.09030533673364216,0.30132922519900673,0.0037854117839999993,59380.427535533,6681816.4565419005,285.492517355073,79.60275985631232,197061.62751494287,281001.1349969691,0.068
-0.09026995815606499,0.30123895524085065,0.0037854117839999993,59355.06331473399,6678748.313719058,285.45379093524605,79.57891305619994,197036.4797848858,280962.586051371,0.069
