run_time [s],time [s],state [-],Sensor Bus [Volts],OX-LC-A [lbf],OX-LC-B [lbf],OX-LC-C [lbf],OX-LC-D [lbf],FU-LC-A [lbf],FU-LC-B [lbf],FU-LC-C [lbf],FU-LC-D [lbf],CH-LC-A [lbf],CH-LC-B [lbf],OX-TC-093 [degF],OX-TC-097 [degF],FC-TC-056 [degF],CH-STC-101-A [degF],CH-STC-101-B [degF],CH-STC-101-C [degF],OX-PT-094 [psig],OX-PT-098 [psig],N2-PT-019 [psig],CH-PT-100 [psig]
36.0860,1.0660,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1342.5780,1344.4670,1342.5780,1344.4670,-200.0000,-200.0000,66.7903,67.58
36.0880,1.0680,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1344.4670,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.0900,1.0700,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1348.2451,1342.5780,1344.4670,1342.5780,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.0920,1.0720,1.0000,5.0217,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1344.4670,1344.4670,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.0940,1.0740,1.0000,5.0112,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1348.2451,1342.5780,1342.5780,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.97
36.0960,1.0760,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1348.2451,1342.5780,1344.4670,1340.6890,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.0980,1.0780,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1342.5780,1344.4670,1342.5780,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.1000,1.0800,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1348.2451,1342.5780,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1020,1.0820,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1344.4670,1344.4670,1342.5780,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.1040,1.0840,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1350.1342,1342.5780,1346.3561,1340.6890,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1060,1.0860,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1342.5780,1344.4670,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1080,1.0880,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1348.2451,1340.6890,1342.5780,1340.6890,1340.6890,-200.0000,-200.0000,66.3968,67.58
36.1100,1.0900,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1350.1342,1342.5780,1344.4670,1342.5780,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.1120,1.0920,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1342.5780,1344.4670,1342.5780,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.1140,1.0940,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1344.4670,1344.4670,1342.5780,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.1160,1.0960,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1350.1342,1342.5780,1344.4670,1342.5780,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.1180,1.0980,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1344.4670,1344.4670,1342.5780,1344.4670,-200.0000,-200.0000,66.7903,67.58
36.1200,1.1000,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1344.4670,1344.4670,1342.5780,1344.4670,-200.0000,-200.0000,66.7903,67.58
36.1220,1.1020,1.0000,5.0112,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1344.4670,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1240,1.1040,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1344.4670,1346.3561,1342.5780,1344.4670,-200.0000,-200.0000,66.7903,67.58
36.1260,1.1060,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1342.5780,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.1280,1.1080,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1350.1342,1344.4670,1346.3561,1342.5780,1344.4670,-200.0000,-200.0000,66.7903,67.58
36.1300,1.1100,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1342.5780,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1320,1.1120,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1344.4670,1346.3561,1342.5780,1344.4670,-200.0000,-200.0000,66.7903,67.58
36.1340,1.1140,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1348.2451,1342.5780,1346.3561,1342.5780,1344.4670,-200.0000,-200.0000,66.3968,67.58
36.1360,1.1160,1.0000,5.0217,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1344.4670,1346.3561,1342.5780,1344.4670,-200.0000,-200.0000,66.7903,67.58
36.1380,1.1180,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1344.4670,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1400,1.1200,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1348.2451,1342.5780,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.1420,1.1220,1.0000,5.0112,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1342.5780,1344.4670,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1440,1.1240,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,71.2593,1348.2451,1342.5780,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1460,1.1260,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1344.4670,1344.4670,1342.5780,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.1480,1.1280,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1342.5780,1346.3561,1342.5780,1344.4670,-200.0000,-200.0000,66.7903,67.58
36.1500,1.1300,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1342.5780,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1520,1.1320,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1342.5780,1344.4670,1342.5780,1344.4670,-200.0000,-200.0000,66.3968,67.58
36.1540,1.1340,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1348.2451,1342.5780,1344.4670,1340.6890,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1560,1.1360,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1348.2451,1342.5780,1344.4670,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1580,1.1380,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1344.4670,1346.3561,1342.5780,1344.4670,-200.0000,-200.0000,66.3968,67.58
36.1600,1.1400,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1342.5780,1344.4670,1340.6890,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1620,1.1420,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1342.5780,1344.4670,1342.5780,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.1640,1.1440,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1342.5780,1344.4670,1340.6890,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1660,1.1460,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1342.5780,1344.4670,1340.6890,1342.5780,-200.0000,-200.0000,66.3968,67.97
36.1680,1.1480,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1342.5780,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1700,1.1500,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1348.2451,1344.4670,1344.4670,1340.6890,1340.6890,-200.0000,-200.0000,66.7903,67.58
36.1720,1.1520,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1350.1342,1342.5780,1346.3561,1340.6890,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.1740,1.1540,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1342.5780,1344.4670,1340.6890,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.1760,1.1560,1.0000,5.0217,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1344.4670,1344.4670,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1780,1.1580,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1342.5780,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1800,1.1600,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1344.4670,1344.4670,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1820,1.1620,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1342.5780,1344.4670,1340.6890,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1840,1.1640,1.0000,5.0059,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1344.4670,1338.7999,1342.5780,1338.7999,1338.7999,-200.0000,-200.0000,66.3968,67.58
36.1860,1.1660,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1344.4670,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1880,1.1680,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1344.4670,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1900,1.1700,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1342.5780,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.97
36.1920,1.1720,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1344.4670,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.1940,1.1740,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1344.4670,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1960,1.1760,1.0000,5.0217,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1344.4670,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.1980,1.1780,1.0000,5.0217,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1344.4670,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.2000,1.1800,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1350.1342,1342.5780,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.2020,1.1820,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1344.4670,1346.3561,1342.5780,1344.4670,-200.0000,-200.0000,66.7903,67.58
36.2040,1.1840,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1344.4670,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.2060,1.1860,1.0000,5.0217,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1344.4670,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.2080,1.1880,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1342.5780,1344.4670,1342.5780,1342.5780,-200.0000,-200.0000,66.7903,67.97
36.2100,1.1900,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1344.4670,1346.3561,1342.5780,1344.4670,-200.0000,-200.0000,66.3968,67.58
36.2120,1.1920,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1342.5780,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.2140,1.1940,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,71.2593,1346.3561,1342.5780,1344.4670,1342.5780,1344.4670,-200.0000,-200.0000,66.3968,67.58
36.2160,1.1960,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1342.5780,1346.3561,1342.5780,1344.4670,-200.0000,-200.0000,66.7903,67.97
36.2180,1.1980,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1348.2451,1342.5780,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.7903,67.58
36.2200,1.2000,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1342.5780,1346.3561,1340.6890,1344.4670,-200.0000,-200.0000,66.7903,67.58
36.2220,1.2020,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1348.2451,1342.5780,1346.3561,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.2240,1.2040,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1342.5780,1344.4670,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.2260,1.2060,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1350.1342,1342.5780,1344.4670,1342.5780,1344.4670,-200.0000,-200.0000,66.7903,67.58
36.2280,1.2080,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1350.1342,1342.5780,1344.4670,1342.5780,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.2300,1.2100,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,73.1484,1348.2451,1342.5780,1344.4670,1340.6890,1342.5780,-200.0000,-200.0000,66.3968,67.58
36.2320,1.2120,1.0000,5.0164,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,75.0374,1348.2451,1342.5780,1344.4670,1340.6890,1342.5780,-200.0000,-200.0000,66.3968,67.58
