run_time [s],time [s],state [-],Sensor Bus [Volts],OX-LC-A [lbf],OX-LC-B [lbf],OX-LC-C [lbf],OX-LC-D [lbf],FU-LC-A [lbf],FU-LC-B [lbf],FU-LC-C [lbf],FU-LC-D [lbf],CH-LC-A [lbf],CH-LC-B [lbf],OX-TC-093 [degF],OX-TC-097 [degF],FC-TC-056 [degF],CH-STC-101-A [degF],CH-STC-101-B [degF],CH-STC-101-C [degF]OX-PT-094 [psig],OX-PT-098 [psig],N2-PT-019 [psig],CH-PT-100 [psig]
63.4040,12.0080,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8974,0.8983,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.4090,12.0130,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8974,0.8983,0.8964,0.8974,0.0000,0.0000,0.2590,0.26
63.4140,12.0180,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.4190,12.0230,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8974,0.8993,0.0000,0.0000,0.2590,0.26
63.4240,12.0280,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8974,0.8983,0.8974,0.8974,0.0000,0.0000,0.2590,0.26
63.4290,12.0330,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0000,0.2522,0.8983,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.4340,12.0380,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.4390,12.0430,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.4440,12.0480,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8993,0.8993,0.0000,0.0000,0.2590,0.26
63.4490,12.0530,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0000,0.2522,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.4540,12.0580,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.4590,12.0630,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.4640,12.0680,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.4690,12.0730,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.8993,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.4740,12.0780,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.4790,12.0830,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.4840,12.0880,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9013,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.4890,12.0930,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.4940,12.0980,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8974,0.8993,0.0000,0.0000,0.2590,0.26
63.4990,12.1030,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.5040,12.1080,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8993,0.8983,0.0000,0.0000,0.2590,0.26
63.5090,12.1130,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.5140,12.1180,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.5190,12.1230,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2600,0.26
63.5240,12.1280,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8974,0.8983,0.0000,0.0010,0.2600,0.26
63.5290,12.1330,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.5340,12.1380,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8993,0.8993,0.0000,0.0000,0.2590,0.26
63.5390,12.1430,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.5440,12.1480,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.5490,12.1530,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.5540,12.1580,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.5590,12.1630,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2532,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.5640,12.1680,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8974,0.8983,0.8974,0.8974,0.0000,0.0000,0.2590,0.26
63.5690,12.1730,1.0000,0.9198,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.5740,12.1780,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0000,0.2522,0.8983,0.9003,0.8974,0.8983,0.0010,0.0000,0.2590,0.26
63.5790,12.1830,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.5840,12.1880,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8993,0.8993,0.0000,0.0000,0.2590,0.26
63.5890,12.1930,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8974,0.8974,0.0000,0.0000,0.2590,0.26
63.5940,12.1980,1.0000,0.9198,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8974,0.8983,0.8964,0.8974,0.0000,0.0000,0.2600,0.26
63.5990,12.2030,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8974,0.8993,0.8974,0.8974,0.0000,0.0000,0.2590,0.26
63.6040,12.2080,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.6090,12.2130,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8974,0.8983,0.8974,0.8974,0.0000,0.0000,0.2600,0.26
63.6140,12.2180,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.6190,12.2230,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0029,0.2522,0.8983,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.6240,12.2280,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8974,0.8993,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.6290,12.2330,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8974,0.8974,0.0000,0.0000,0.2590,0.26
63.6340,12.2380,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.8993,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.6390,12.2430,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8974,0.8993,0.8974,0.8983,0.0010,0.0000,0.2590,0.26
63.6440,12.2480,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.6490,12.2530,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.6540,12.2580,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.8993,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.6590,12.2630,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.6640,12.2680,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.6690,12.2730,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.6740,12.2780,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0000,0.2522,0.8983,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.6790,12.2830,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0000,0.2532,0.8993,0.9003,0.8993,0.8983,0.0010,0.0000,0.2590,0.26
63.6840,12.2880,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.6890,12.2930,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.8993,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.6940,12.2980,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0000,0.2522,0.8993,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.6990,12.3030,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.7040,12.3080,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.8993,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.7090,12.3130,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.7140,12.3180,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.9003,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.7190,12.3230,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.7240,12.3280,1.0000,0.9189,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8964,0.8983,0.8974,0.8974,0.0000,0.0000,0.2590,0.26
63.7290,12.3330,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9013,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.7340,12.3380,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8974,0.8983,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.7390,12.3430,1.0000,0.9198,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8974,0.8993,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.7440,12.3480,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.8993,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.7490,12.3530,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.7540,12.3580,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0029,0.2522,0.8983,0.8983,0.8964,0.8974,0.0000,0.0000,0.2590,0.26
63.7590,12.3630,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8974,0.8983,0.8974,0.8974,0.0000,0.0000,0.2590,0.26
63.7640,12.3680,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.7690,12.3730,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.7740,12.3780,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8974,0.8993,0.0000,0.0000,0.2590,0.26
63.7790,12.3830,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2532,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.7840,12.3880,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2532,0.8983,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.7890,12.3930,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8974,0.8983,0.8974,0.8974,0.0000,0.0000,0.2590,0.26
63.7940,12.3980,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.7990,12.4030,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.8040,12.4080,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.8090,12.4130,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.8140,12.4180,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.8993,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.8190,12.4230,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0000,0.2532,0.8993,0.8993,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.8240,12.4280,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8974,0.8993,0.8974,0.8974,0.0000,0.0000,0.2590,0.26
63.8290,12.4330,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8974,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.8340,12.4380,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0000,0.2522,0.8983,0.9003,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.8390,12.4430,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.8993,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.8440,12.4480,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8974,0.8983,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.8490,12.4530,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.8540,12.4580,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2532,0.8983,0.8993,0.8983,0.8974,0.0000,0.0000,0.2590,0.26
63.8590,12.4630,1.0000,0.9198,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8974,0.8983,0.8974,0.8974,0.0000,0.0000,0.2590,0.26
63.8640,12.4680,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.8993,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.8690,12.4730,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9013,0.8993,0.8993,0.0000,0.0000,0.2590,0.26
63.8740,12.4780,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.8790,12.4830,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.8840,12.4880,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8974,0.8993,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.8890,12.4930,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0029,0.2522,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.8940,12.4980,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8983,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.8990,12.5030,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
63.9040,12.5080,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9013,0.8993,0.8983,0.0000,0.0000,0.2590,0.26
63.9090,12.5130,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
63.9140,12.5180,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8974,0.8993,0.8974,0.8974,0.0000,0.0000,0.2590,0.26
63.9190,12.5230,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.9240,12.5280,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0000,0.2522,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.9290,12.5330,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
63.9340,12.5380,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
