run_time [s],time [s],state [-],Sensor Bus [Volts],OX-LC-A [lbf],OX-LC-B [lbf],OX-LC-C [lbf],OX-LC-D [lbf],FU-LC-A [lbf],FU-LC-B [lbf],FU-LC-C [lbf],FU-LC-D [lbf],CH-LC-A [lbf],CH-LC-B [lbf],OX-TC-093 [degF],OX-TC-097 [degF],FC-TC-056 [degF],CH-STC-101-A [degF],CH-STC-101-B [degF],CH-STC-101-C [degF]OX-PT-094 [psig],OX-PT-098 [psig],N2-PT-019 [psig],CH-PT-100 [psig]
52.4590,1.0630,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.4640,1.0680,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.4690,1.0730,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.4740,1.0780,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8974,0.8993,0.0000,0.0000,0.2590,0.26
52.4790,1.0830,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.4840,1.0880,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2512,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.4890,1.0930,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.4940,1.0980,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8993,0.8983,0.0000,0.0000,0.2590,0.26
52.4990,1.1030,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.5040,1.1080,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0000,0.2522,0.8983,0.9003,0.8993,0.8993,0.0000,0.0000,0.2590,0.26
52.5090,1.1130,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.5140,1.1180,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2600,0.26
52.5190,1.1230,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.5240,1.1280,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.5290,1.1330,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
52.5340,1.1380,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.5390,1.1430,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.5440,1.1480,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.5490,1.1530,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8983,0.0010,0.0000,0.2590,0.26
52.5540,1.1580,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8983,0.8983,0.0000,0.0010,0.2590,0.26
52.5590,1.1630,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.8993,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
52.5640,1.1680,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.5690,1.1730,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0000,0.2522,0.8983,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.5740,1.1780,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.5790,1.1830,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.9003,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.5840,1.1880,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2512,0.8993,0.8993,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.5890,1.1930,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2512,0.8993,0.9003,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
52.5940,1.1980,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2600,0.26
52.5990,1.2030,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8993,0.8983,0.0000,0.0000,0.2590,0.26
52.6040,1.2080,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2512,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.6090,1.2130,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.6140,1.2180,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.9003,0.8993,0.8993,0.0000,0.0000,0.2590,0.26
52.6190,1.2230,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.6240,1.2280,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8993,0.8993,0.0000,0.0000,0.2590,0.26
52.6290,1.2330,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.6340,1.2380,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.6390,1.2430,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8993,0.8983,0.0000,0.0000,0.2590,0.26
52.6440,1.2480,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.6490,1.2530,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.6540,1.2580,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.6590,1.2630,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8983,0.0010,0.0000,0.2590,0.26
52.6640,1.2680,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.6690,1.2730,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9013,0.8993,0.9003,0.0000,0.0000,0.2590,0.26
52.6740,1.2780,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.6790,1.2830,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2532,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.6840,1.2880,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.8993,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.6890,1.2930,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.6940,1.2980,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.6990,1.3030,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2512,0.8993,0.9003,0.8993,0.8993,0.0000,0.0000,0.2590,0.26
52.7040,1.3080,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.7090,1.3130,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.7140,1.3180,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.7190,1.3230,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2512,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.7240,1.3280,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.7290,1.3330,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.7340,1.3380,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8974,0.8993,0.0000,0.0000,0.2590,0.26
52.7390,1.3430,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2512,0.8993,0.9013,0.8993,0.9003,0.0000,0.0000,0.2590,0.26
52.7440,1.3480,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2532,0.8983,0.8993,0.8974,0.8974,0.0000,0.0000,0.2590,0.26
52.7490,1.3530,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.7540,1.3580,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.8993,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.7590,1.3630,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.9003,0.8983,0.8983,0.0000,0.0010,0.2590,0.26
52.7640,1.3680,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
52.7690,1.3730,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.7740,1.3780,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.7790,1.3830,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2512,0.8983,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.7840,1.3880,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.7890,1.3930,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2512,0.8983,0.9003,0.8993,0.8993,0.0000,0.0010,0.2590,0.26
52.7940,1.3980,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0000,0.2522,0.8993,0.9003,0.8993,0.8993,0.0000,0.0000,0.2590,0.26
52.7990,1.4030,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.8040,1.4080,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0000,0.2522,0.8993,0.9003,0.8993,0.8993,0.0000,0.0000,0.2590,0.26
52.8090,1.4130,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.8140,1.4180,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2512,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.8190,1.4230,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.8240,1.4280,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.8290,1.4330,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.8993,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.8340,1.4380,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.8390,1.4430,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0029,0.2512,0.8983,0.8993,0.8974,0.8983,0.0000,0.0000,0.2590,0.26
52.8440,1.4480,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.8490,1.4530,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.8540,1.4580,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2512,0.8993,0.9003,0.8993,0.8983,0.0000,0.0000,0.2590,0.26
52.8590,1.4630,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.8640,1.4680,1.0000,0.9228,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0000,0.2522,0.8983,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.8690,1.4730,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.8740,1.4780,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.8790,1.4830,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.8840,1.4880,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.8890,1.4930,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8974,0.8983,0.8964,0.8974,0.0000,0.0000,0.2590,0.26
52.8940,1.4980,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.8993,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.8990,1.5030,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.8993,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.9040,1.5080,1.0000,0.9208,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.9090,1.5130,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.9140,1.5180,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8983,0.9003,0.8983,0.8993,0.0000,0.0000,0.2590,0.26
52.9190,1.5230,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0020,0.2522,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
52.9240,1.5280,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0010,0.2522,0.8993,0.8993,0.8983,0.9003,0.0000,0.0000,0.2590,0.26
52.9290,1.5330,1.0000,0.9218,0.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,-404.0000,0.0000,0.2522,0.8993,0.9003,0.8983,0.8983,0.0000,0.0000,0.2590,0.26
