run_time [s],time [s],state [-],ox_l1 [lbf]
46.224998,2.300999,1,0.000000
46.230999,2.306999,1,0.000000
46.237999,2.313999,1,0.000000
46.243999,2.320000,1,0.000000
46.250999,2.327000,1,0.000000
46.257000,2.333000,1,0.000000
46.264000,2.340000,1,0.000000
46.270000,2.346001,1,0.000000
46.277000,2.353001,1,0.000000
46.283001,2.359001,1,0.000000
46.289001,2.365002,1,0.000000
46.296001,2.372002,1,-2.000000
46.319000,2.395000,1,0.000000
46.327000,2.403000,1,0.000000
46.333000,2.409000,1,0.000000
46.340000,2.416000,1,0.000000
46.347000,2.423000,1,0.000000
46.353001,2.429001,1,0.000000
46.360001,2.436001,1,0.000000
46.367001,2.443001,1,0.000000
46.373001,2.449001,1,0.000000
46.380001,2.456001,1,0.000000
46.387001,2.463001,1,-1.000000
46.393002,2.469002,1,-1.000000
46.400002,2.476002,1,0.000000
46.405998,2.481998,1,0.000000
46.412998,2.488998,1,0.000000
46.419998,2.495998,1,-1.000000
46.425999,2.501999,1,-1.000000
46.432999,2.508999,1,0.000000
46.439999,2.515999,1,0.000000
46.445999,2.521999,1,0.000000
46.452999,2.528999,1,-1.000000
46.459999,2.535999,1,-1.000000
46.466000,2.542000,1,0.000000
46.473000,2.549000,1,0.000000
46.480000,2.556000,1,0.000000
46.486000,2.562000,1,-1.000000
46.493000,2.569000,1,-1.000000
46.499001,2.575001,1,0.000000
46.506001,2.582001,1,0.000000
46.513000,2.589001,1,0.000000
46.519001,2.595001,1,-1.000000
46.526001,2.602001,1,-1.000000
46.533001,2.609001,1,0.000000
46.539001,2.615002,1,0.000000
46.546001,2.622002,1,-4194304.000000
46.553001,2.629002,1,-1.000000
46.558998,2.634998,1,-1.000000
46.566002,2.642002,1,0.000000
46.573002,2.649002,1,0.000000
46.578999,2.654999,1,-1.000000
46.585999,2.661999,1,0.000000
46.592999,2.668999,1,0.000000
46.598999,2.674999,1,0.000000
46.605999,2.681999,1,0.000000
46.612999,2.688999,1,-1.000000
46.618999,2.695000,1,0.000000
46.625999,2.702000,1,0.000000
46.632000,2.708000,1,0.000000
46.639000,2.715000,1,0.000000
46.646000,2.722000,1,-1.000000
46.652000,2.728001,1,0.000000
46.659000,2.735001,1,0.000000
46.666000,2.742001,1,0.000000
46.673000,2.749001,1,0.000000
46.679001,2.755001,1,-1.000000
46.686001,2.762001,1,0.000000
46.693001,2.769001,1,0.000000
46.699001,2.775002,1,0.000000
46.706001,2.782001,1,0.000000
46.713001,2.789001,1,-256.000000
46.719002,2.795002,1,7167.000000
46.726002,2.802002,1,7167.000000
46.749001,2.825001,1,0.000000
46.757999,2.834000,1,0.000000
46.764000,2.840000,1,0.000000
46.771000,2.847000,1,0.000000
46.777000,2.853001,1,0.000000
46.784000,2.860001,1,0.000000
46.790001,2.866001,1,0.000000
46.797001,2.873001,1,0.000000
46.803001,2.879002,1,-1.000000
46.810001,2.886002,1,-1.000000
46.816002,2.892002,1,0.000000
46.823002,2.899002,1,0.000000
46.828999,2.904999,1,-1.000000
46.835999,2.911999,1,0.000000
46.841999,2.917999,1,0.000000
46.848999,2.924999,1,0.000000
46.855000,2.931000,1,0.000000
46.862000,2.938000,1,0.000000
46.868000,2.944000,1,0.000000
46.875000,2.951000,1,0.000000
46.881001,2.957001,1,0.000000
46.888000,2.964001,1,0.000000
46.894001,2.970001,1,0.000000
46.901001,2.977001,1,0.000000
46.907001,2.983002,1,0.000000
46.914001,2.990002,1,0.000000
46.919998,2.995998,1,0.000000
46.926998,3.002998,1,0.000000
46.932999,3.008999,1,0.000000
46.939999,3.015999,1,0.000000
46.945999,3.021999,1,0.000000
46.952999,3.028999,1,-1.000000
46.959000,3.035000,1,-1.000000
46.966000,3.042000,1,0.000000
46.972000,3.048000,1,0.000000
46.979000,3.055000,1,0.000000
46.985001,3.061001,1,0.000000
46.992001,3.068001,1,0.000000
46.998001,3.074001,1,0.000000
47.005001,3.081001,1,0.000000
47.011002,3.087002,1,0.000000
47.018002,3.094002,1,0.000000
47.023998,3.099998,1,0.000000
47.030998,3.106998,1,0.000000
47.036999,3.112999,1,0.000000
47.043999,3.119999,1,0.000000
47.049999,3.125999,1,0.000000
47.056999,3.132999,1,0.000000
47.063000,3.139000,1,0.000000
47.070000,3.146000,1,-1.000000
47.076000,3.152000,1,-1.000000
47.083000,3.159000,1,0.000000
47.089001,3.165001,1,0.000000
47.096001,3.172001,1,-1.000000
47.102001,3.178001,1,0.000000
47.109001,3.185001,1,0.000000
47.115002,3.191002,1,0.000000
47.122002,3.198002,1,0.000000
47.127998,3.203999,1,0.000000
47.134998,3.210999,1,0.000000
47.140999,3.216999,1,0.000000
47.147999,3.223999,1,0.000000
47.172001,3.248001,1,0.000000
47.180000,3.256001,1,0.000000
47.187000,3.263000,1,-1.000000
47.193001,3.269001,1,-1.000000
47.200001,3.276001,1,0.000000
47.206001,3.282001,1,0.000000
47.213001,3.289001,1,-1.000000
47.219002,3.295002,1,0.000000
47.226002,3.302002,1,0.000000
47.231998,3.307999,1,0.000000
47.238998,3.314999,1,0.000000
47.245998,3.321999,1,0.000000
47.251999,3.327999,1,0.000000
47.258999,3.334999,1,0.000000
47.264999,3.341000,1,0.000000
47.271999,3.348000,1,0.000000
47.278000,3.354000,1,0.000000
47.285000,3.361000,1,0.000000
47.291000,3.367001,1,0.000000
47.298000,3.374001,1,0.000000
47.304001,3.380001,1,0.000000
47.311001,3.387001,1,0.000000
47.318001,3.394001,1,0.000000
47.324001,3.400002,1,0.000000
47.331001,3.407001,1,0.000000
47.337002,3.413002,1,0.000000
47.344002,3.420002,1,0.000000
47.349998,3.425999,1,0.000000
47.356998,3.432999,1,0.000000
47.362999,3.438999,1,0.000000
47.369999,3.445999,1,-1.000000
47.376999,3.452999,1,-1.000000
47.382999,3.459000,1,0.000000
47.389999,3.466000,1,0.000000
47.396000,3.472000,1,-1.000000
47.403000,3.479000,1,0.000000
47.409000,3.485001,1,0.000000
47.416000,3.492001,1,0.000000
47.423000,3.499001,1,0.000000
47.429001,3.505001,1,-1.000000
47.436001,3.512001,1,0.000000
47.442001,3.518002,1,0.000000
47.449001,3.525002,1,0.000000
47.455002,3.531002,1,0.000000
47.462002,3.538002,1,0.000000
47.467999,3.543999,1,0.000000
47.474998,3.550999,1,0.000000
47.481998,3.557999,1,0.000000
47.487999,3.563999,1,0.000000
47.494999,3.570999,1,0.000000
47.500999,3.577000,1,0.000000
47.507999,3.584000,1,0.000000
47.514000,3.590000,1,0.000000
47.521000,3.597000,1,0.000000
47.528000,3.604000,1,0.000000
47.534000,3.610001,1,0.000000
47.541000,3.617001,1,0.000000
47.547001,3.623001,1,0.000000
47.554001,3.630001,1,0.000000
47.560001,3.636002,1,0.000000
47.567001,3.643002,1,0.000000
47.573002,3.649002,1,0.000000
47.597000,3.673000,1,0.000000
47.605999,3.681999,1,0.000000
47.612000,3.688000,1,0.000000
47.618999,3.695000,1,0.000000
47.625000,3.701000,1,0.000000
47.631001,3.707001,1,0.000000
47.638000,3.714001,1,0.000000
47.644001,3.720001,1,0.000000
47.650002,3.726002,1,0.000000
47.655998,3.731998,1,0.000000
47.662998,3.738998,1,-1.000000
47.668999,3.744999,1,0.000000
47.674999,3.750999,1,0.000000
47.681999,3.757999,1,0.000000
47.688000,3.764000,1,0.000000
47.694000,3.770000,1,0.000000
47.701000,3.777000,1,0.000000
47.707001,3.783001,1,0.000000
47.713001,3.789001,1,0.000000
47.720001,3.796001,1,0.000000
47.726002,3.802002,1,0.000000
47.731998,3.807999,1,0.000000
47.737999,3.813999,1,0.000000
47.744999,3.820999,1,0.000000
47.750999,3.827000,1,0.000000
47.757000,3.833000,1,0.000000
47.764000,3.840000,1,0.000000
47.770000,3.846001,1,-1.000000
47.776001,3.852001,1,-1.000000
47.783001,3.859001,1,0.000000
47.789001,3.865002,1,0.000000
47.794998,3.870998,1,0.000000
47.800999,3.876999,1,0.000000
47.807999,3.883999,1,0.000000
47.813999,3.889999,1,0.000000
47.820000,3.896000,1,-1.000000
47.827000,3.903000,1,-1.000000
47.833000,3.909000,1,0.000000
47.839001,3.915001,1,0.000000
47.846001,3.922001,1,0.000000
47.852001,3.928001,1,0.000000
47.858002,3.934002,1,0.000000
47.865002,3.941002,1,0.000000
47.870998,3.946999,1,0.000000
47.876999,3.952999,1,0.000000
47.882999,3.959000,1,0.000000
47.889999,3.966000,1,0.000000
47.896000,3.972000,1,-1.000000
47.902000,3.978001,1,0.000000
47.909000,3.985001,1,0.000000
47.915001,3.991001,1,0.000000
47.921001,3.997002,1,0.000000
47.928001,4.004002,1,0.000000
47.933998,4.009998,1,0.000000
47.939999,4.015999,1,0.000000
47.946999,4.022999,1,0.000000
47.952999,4.028999,1,0.000000
47.959000,4.035000,1,0.000000
47.966000,4.042000,1,0.000000
47.972000,4.048000,1,0.000000
47.978001,4.054001,1,0.000000
47.984001,4.060001,1,0.000000
48.007999,4.084000,1,0.000000
48.015999,4.091999,1,0.000000
48.022999,4.098999,1,0.000000
48.028999,4.105000,1,0.000000
48.035999,4.112000,1,0.000000
48.042000,4.118000,1,0.000000
48.048000,4.124001,1,0.000000
48.055000,4.131001,1,0.000000
48.061001,4.137001,1,0.000000
48.067001,4.143002,1,0.000000
48.074001,4.150002,1,0.000000
48.080002,4.156002,1,0.000000
48.087002,4.163002,1,-1.000000
48.092999,4.168999,1,-1.000000
48.098999,4.174999,1,0.000000
48.105999,4.181999,1,0.000000
48.112000,4.188000,1,0.000000
48.118000,4.194000,1,0.000000
48.125000,4.201000,1,0.000000
48.131001,4.207001,1,0.000000
48.138000,4.214001,1,0.000000
48.144001,4.220001,1,0.000000
48.150002,4.226002,1,0.000000
48.157001,4.233002,1,0.000000
48.162998,4.238998,1,-1.000000
48.169998,4.245998,1,0.000000
48.175999,4.251999,1,0.000000
48.181999,4.257999,1,0.000000
48.188999,4.264999,1,0.000000
48.195000,4.271000,1,0.000000
48.201000,4.277000,1,0.000000
48.208000,4.284000,1,0.000000
48.214001,4.290001,1,0.000000
48.221001,4.297001,1,-1.000000
48.227001,4.303001,1,-1.000000
48.233002,4.309002,1,0.000000
48.240002,4.316002,1,0.000000
48.245998,4.321999,1,-1.000000
48.252998,4.328999,1,0.000000
48.258999,4.334999,1,0.000000
48.264999,4.341000,1,0.000000
48.271999,4.348000,1,0.000000
48.278000,4.354000,1,0.000000
48.284000,4.360001,1,0.000000
48.291000,4.367001,1,0.000000
48.297001,4.373001,1,0.000000
48.304001,4.380001,1,-1.000000
48.310001,4.386002,1,-1.000000
48.316002,4.392002,1,0.000000
48.323002,4.399002,1,0.000000
48.328999,4.404999,1,0.000000
48.335999,4.411999,1,0.000000
48.341999,4.417999,1,0.000000
48.348000,4.424000,1,0.000000
48.355000,4.431000,1,0.000000
48.361000,4.437000,1,0.000000
48.367001,4.443001,1,0.000000
48.374001,4.450001,1,0.000000
48.380001,4.456001,1,0.000000
48.387001,4.463001,1,0.000000
48.393002,4.469002,1,0.000000
48.398998,4.474998,1,0.000000
48.437000,4.513000,1,-1.000000
48.445999,4.521999,1,-1.000000
48.463001,4.539001,1,-1.000000
48.522999,4.598999,1,-1.000000
48.583000,4.659000,1,0.000000
48.644001,4.720001,1,0.000000
48.703999,4.779999,1,-1.000000
48.745998,4.821999,1,-1.000000
48.751999,4.827999,1,0.000000
48.758999,4.834999,1,0.000000
48.764999,4.841000,1,0.000000
48.771999,4.848000,1,0.000000
48.778000,4.854000,1,0.000000
48.784000,4.860001,1,0.000000
48.791000,4.867001,1,0.000000
48.797001,4.873001,1,-4096.000000
48.803001,4.879002,1,0.000000
48.810001,4.886002,1,0.000000
48.816002,4.892002,1,0.000000
48.821999,4.897999,1,0.000000
48.828999,4.904999,1,0.000000
48.834999,4.910999,1,0.000000
48.841000,4.917000,1,0.000000
48.848000,4.924000,1,0.000000
48.854000,4.930000,1,-1.000000
48.860001,4.936001,1,-1.000000
48.867001,4.943001,1,0.000000
48.873001,4.949001,1,0.000000
48.879002,4.955002,1,0.000000
48.886002,4.962002,1,0.000000
48.891998,4.967999,1,0.000000
48.897999,4.973999,1,0.000000
48.904999,4.980999,1,0.000000
48.910999,4.987000,1,0.000000
48.917000,4.993000,1,0.000000
48.924000,5.000000,1,0.000000
48.930000,5.006001,1,-1.000000
48.936001,5.012001,1,0.000000
48.943001,5.019001,1,0.000000
48.949001,5.025002,1,0.000000
48.956001,5.032001,1,0.000000
48.962002,5.038002,1,0.000000
48.967999,5.043999,1,0.000000
48.974998,5.050999,1,0.000000
48.980999,5.056999,1,0.000000
48.987000,5.063000,1,-1.000000
48.993999,5.070000,1,-1.000000
49.000000,5.076000,1,0.000000
49.006001,5.082001,1,0.000000
49.013000,5.089001,1,0.000000
49.019001,5.095001,1,0.000000
49.025002,5.101002,1,0.000000
49.032001,5.108002,1,0.000000
49.037998,5.113998,1,0.000000
49.043999,5.119999,1,0.000000
49.050999,5.126999,1,0.000000
49.056999,5.132999,1,0.000000
49.063000,5.139000,1,-1.000000
49.070000,5.146000,1,0.000000
49.076000,5.152000,1,0.000000
49.083000,5.159000,1,0.000000
49.089001,5.165001,1,0.000000
49.105000,5.181000,1,0.000000
49.118999,5.195000,1,0.000000
49.125000,5.201000,1,0.000000
49.131001,5.207001,1,0.000000
49.138000,5.214001,1,-1.000000
49.144001,5.220001,1,-1.000000
49.150002,5.226002,1,0.000000
49.155998,5.231998,1,0.000000
49.162998,5.238998,1,0.000000
49.168999,5.244999,1,0.000000
49.174999,5.250999,1,0.000000
49.181999,5.257999,1,0.000000
49.188000,5.264000,1,0.000000
49.194000,5.270000,1,0.000000
49.200001,5.276001,1,0.000000
49.207001,5.283001,1,0.000000
49.213001,5.289001,1,0.000000
49.219002,5.295002,1,0.000000
49.226002,5.302002,1,0.000000
49.231998,5.307999,1,0.000000
49.237999,5.313999,1,0.000000
49.243999,5.320000,1,0.000000
49.250999,5.327000,1,0.000000
49.257000,5.333000,1,0.000000
49.263000,5.339001,1,-1.000000
49.270000,5.346001,1,0.000000
49.276001,5.352001,1,0.000000
49.282001,5.358002,1,0.000000
49.287998,5.363998,1,0.000000
49.294998,5.370998,1,0.000000
49.300999,5.376999,1,0.000000
49.306999,5.382999,1,0.000000
49.313999,5.389999,1,-1.000000
49.320000,5.396000,1,0.000000
49.326000,5.402000,1,0.000000
49.332001,5.408001,1,0.000000
49.339001,5.415001,1,0.000000
49.345001,5.421001,1,0.000000
49.351002,5.427002,1,0.000000
49.356998,5.432999,1,0.000000
49.363998,5.439999,1,-1.000000
49.369999,5.445999,1,0.000000
49.375999,5.452000,1,0.000000
49.382000,5.458000,1,0.000000
49.389000,5.465000,1,0.000000
49.395000,5.471001,1,0.000000
49.401001,5.477001,1,0.000000
49.408001,5.484001,1,0.000000
49.414001,5.490002,1,0.000000
49.419998,5.495998,1,0.000000
49.426998,5.502998,1,0.000000
49.432999,5.508999,1,0.000000
49.438999,5.514999,1,0.000000
49.445000,5.521000,1,0.000000
49.452000,5.528000,1,0.000000
49.458000,5.534000,1,0.000000
49.464001,5.540001,1,0.000000
49.471001,5.547001,1,12287.000000
49.477001,5.553001,1,12287.000000
49.483002,5.559002,1,0.000000
49.488998,5.564999,1,0.000000
49.495998,5.571999,1,0.000000
49.511002,5.587002,1,0.000000
49.526001,5.602001,1,0.000000
49.532001,5.608002,1,0.000000
49.539001,5.615002,1,0.000000
49.544998,5.620998,1,0.000000
49.550999,5.626999,1,0.000000
49.557999,5.633999,1,0.000000
49.563999,5.639999,1,0.000000
49.570999,5.646999,1,-1.000000
49.577000,5.653000,1,-1.000000
49.584000,5.660000,1,0.000000
49.590000,5.666000,1,0.000000
49.596001,5.672001,1,0.000000
49.603001,5.679001,1,0.000000
49.609001,5.685001,1,0.000000
49.616001,5.692001,1,0.000000
49.622002,5.698002,1,0.000000
49.627998,5.703999,1,0.000000
49.634998,5.710999,1,0.000000
49.640999,5.716999,1,0.000000
49.647999,5.723999,1,0.000000
49.653999,5.730000,1,-1.000000
49.660999,5.737000,1,-1.000000
49.667000,5.743000,1,0.000000
49.673000,5.749001,1,0.000000
49.680000,5.756001,1,0.000000
49.686001,5.762001,1,0.000000
49.693001,5.769001,1,0.000000
49.699001,5.775002,1,0.000000
49.706001,5.782001,1,0.000000
49.712002,5.788002,1,0.000000
49.717999,5.793999,1,0.000000
49.724998,5.800999,1,0.000000
49.730999,5.806999,1,0.000000
49.737999,5.813999,1,-1.000000
49.743999,5.820000,1,-1.000000
49.750999,5.827000,1,0.000000
49.757000,5.833000,1,0.000000
49.763000,5.839001,1,-1.000000
49.770000,5.846001,1,0.000000
49.776001,5.852001,1,0.000000
49.783001,5.859001,1,0.000000
49.789001,5.865002,1,0.000000
49.796001,5.872002,1,0.000000
49.801998,5.877998,1,0.000000
49.808998,5.884998,1,0.000000
49.814999,5.890999,1,0.000000
49.820999,5.896999,1,-1.000000
49.827999,5.903999,1,-1.000000
49.834000,5.910000,1,0.000000
49.841000,5.917000,1,0.000000
49.847000,5.923000,1,-1.000000
49.854000,5.930000,1,0.000000
49.860001,5.936001,1,0.000000
49.867001,5.943001,1,0.000000
49.873001,5.949001,1,0.000000
49.879002,5.955002,1,0.000000
49.886002,5.962002,1,0.000000
49.891998,5.967999,1,0.000000
49.898998,5.974998,1,0.000000
49.904999,5.980999,1,0.000000
49.911999,5.987999,1,0.000000
49.926998,6.002998,1,0.000000
49.944000,6.020000,1,0.000000
49.951000,6.027000,1,0.000000
49.957001,6.033001,1,0.000000
49.964001,6.040001,1,-1.000000
49.970001,6.046001,1,0.000000
49.977001,6.053001,1,0.000000
49.984001,6.060001,1,0.000000
49.990002,6.066002,1,0.000000
49.997002,6.073002,1,-1.000000
50.002998,6.078999,1,0.000000
50.009998,6.085999,1,0.000000
50.016998,6.092999,1,0.000000
50.022999,6.098999,1,0.000000
50.029999,6.105999,1,0.000000
50.036999,6.112999,1,0.000000
50.042999,6.118999,1,0.000000
50.049999,6.125999,1,0.000000
50.056000,6.132000,1,0.000000
50.063000,6.139000,1,0.000000
50.070000,6.146000,1,0.000000
50.076000,6.152000,1,0.000000
50.083000,6.159000,1,0.000000
50.089001,6.165001,1,0.000000
50.096001,6.172001,1,0.000000
50.103001,6.179001,1,0.000000
50.109001,6.185001,1,0.000000
50.116001,6.192001,1,0.000000
50.122002,6.198002,1,0.000000
50.129002,6.205002,1,0.000000
50.136002,6.212002,1,0.000000
50.141998,6.217999,1,0.000000
50.148998,6.224998,1,0.000000
50.155998,6.231998,1,0.000000
50.161999,6.237999,1,0.000000
50.168999,6.244999,1,0.000000
50.174999,6.250999,1,0.000000
50.181999,6.257999,1,0.000000
50.188999,6.264999,1,0.000000
50.195000,6.271000,1,0.000000
50.202000,6.278000,1,0.000000
50.208000,6.284000,1,0.000000
50.215000,6.291000,1,0.000000
50.222000,6.298000,1,0.000000
50.228001,6.304001,1,0.000000
50.235001,6.311001,1,0.000000
50.242001,6.318001,1,0.000000
50.248001,6.324001,1,0.000000
50.255001,6.331001,1,-1.000000
50.261002,6.337002,1,-1.000000
50.268002,6.344002,1,0.000000
50.275002,6.351002,1,0.000000
50.280998,6.356998,1,0.000000
50.287998,6.363998,1,-1.000000
50.294998,6.370998,1,-1.000000
50.300999,6.376999,1,0.000000
50.307999,6.383999,1,0.000000
50.313999,6.389999,1,0.000000
50.320999,6.396999,1,-1.000000
50.327999,6.403999,1,-1.000000
50.334000,6.410000,1,0.000000
50.341000,6.417000,1,0.000000
50.356998,6.432999,1,0.000000
50.372002,6.448002,1,0.000000
50.379002,6.455002,1,0.000000
50.384998,6.460999,1,0.000000
50.391998,6.467999,1,0.000000
50.397999,6.473999,1,0.000000
50.404999,6.480999,1,-1.000000
50.410999,6.487000,1,-1.000000
50.417999,6.493999,1,0.000000
50.424000,6.500000,1,0.000000
50.431000,6.507000,1,-1.000000
50.437000,6.513000,1,0.000000
50.444000,6.520000,1,0.000000
50.450001,6.526001,1,0.000000
50.457001,6.533001,1,0.000000
50.463001,6.539001,1,0.000000
50.470001,6.546001,1,0.000000
50.477001,6.553001,1,0.000000
50.483002,6.559002,1,0.000000
50.490002,6.566002,1,0.000000
50.495998,6.571999,1,0.000000
50.502998,6.578999,1,0.000000
50.508999,6.584999,1,0.000000
50.515999,6.591999,1,0.000000
50.521999,6.598000,1,0.000000
50.528999,6.605000,1,0.000000
50.535000,6.611000,1,0.000000
50.542000,6.618000,1,0.000000
50.548000,6.624001,1,0.000000
50.555000,6.631001,1,-1.000000
50.562000,6.638000,1,-1.000000
50.568001,6.644001,1,0.000000
50.575001,6.651001,1,0.000000
50.581001,6.657001,1,0.000000
50.588001,6.664001,1,-1.000000
50.594002,6.670002,1,-1.000000
50.601002,6.677002,1,0.000000
50.606998,6.682999,1,0.000000
50.613998,6.689999,1,-1.000000
50.619999,6.695999,1,0.000000
50.626999,6.702999,1,0.000000
50.632999,6.709000,1,0.000000
50.639999,6.716000,1,0.000000
50.646999,6.723000,1,0.000000
50.653000,6.729000,1,0.000000
50.660000,6.736000,1,0.000000
50.666000,6.742001,1,0.000000
50.673000,6.749001,1,0.000000
50.679001,6.755001,1,0.000000
50.686001,6.762001,1,0.000000
50.692001,6.768002,1,0.000000
50.699001,6.775002,1,0.000000
50.705002,6.781002,1,0.000000
50.712002,6.788002,1,0.000000
50.717999,6.793999,1,0.000000
50.724998,6.800999,1,0.000000
50.730999,6.806999,1,0.000000
